,artist,region,n,year,Rank
1277,Billie Eilish,Bolivia,10,2019,8
1278,David Art Thurber,Bolivia,10,2019,9
1279,Bad Bunny,Bolivia,10,2019,10
1280,Zé Neto & Cristiano,Brazil,24,2018,1
1281,Marília Mendonça,Brazil,19,2018,2
1282,Jorge & Mateus,Brazil,19,2018,3
1283,Gusttavo Lima,Brazil,19,2018,4
1284,Shawn Mendes,Brazil,18,2018,5
1285,Ariana Grande,Brazil,18,2018,6
1286,Drake,Brazil,16,2018,7
1287,Henrique & Juliano,Brazil,15,2018,8
1288,Matheus & Kauan,Brazil,14,2018,9
1289,Pabllo Vittar,Brazil,13,2018,10
1290,Linkin Park,Bulgaria,20,2017,1
1291,Ed Sheeran,Bulgaria,16,2017,2
1292,Kendrick Lamar,Bulgaria,15,2017,3
1293,Drake,Bulgaria,14,2017,4
1294,Imagine Dragons,Bulgaria,4,2017,5
1295,Lana Del Rey,Bulgaria,4,2017,6
1296,"The Weeknd, Daft Punk",Bulgaria,2,2017,7
1297,Zedd,Bulgaria,2,2017,8
1298,DJ Khaled,Bulgaria,2,2017,9
1299,"Calvin Harris, Funk Wav",Bulgaria,2,2017,10
1300,XXXTENTACION,Canada,44,2018,1
1301,Tory Lanez,Canada,35,2018,2
1302,Drake,Canada,32,2018,3
1303,Lil Baby,Canada,23,2018,4
1304,Logic,Canada,23,2018,5
1305,Post Malone,Canada,22,2018,6
1306,Lil Wayne,Canada,22,2018,7
1307,Migos,Canada,21,2018,8
1308,Travis Scott,Canada,20,2018,9
1309,BTS,Canada,20,2018,10
1310,Taylor Swift,Canada,80,2021,1
1311,Morgan Wallen,Canada,33,2021,2
1312,Kanye West,Canada,33,2021,3
1313,Polo G,Canada,31,2021,4
1314,Juice WRLD,Canada,29,2021,5
1315,Drake,Canada,27,2021,6
1316,Pop Smoke,Canada,26,2021,7
1317,Adele,Canada,25,2021,8
1318,Billie Eilish,Canada,23,2021,9
1319,Ed Sheeran,Canada,22,2021,10
1320,Maluma,Colombia,16,2019,1
1321,Ariana Grande,Colombia,16,2019,2
1322,Paulo Londra,Colombia,13,2019,3
1323,Bad Bunny,Colombia,12,2019,4
1324,Morat,Colombia,12,2019,5
1325,Ed Sheeran,Colombia,12,2019,6
1326,Rodolfo Aicardi,Colombia,11,2019,7
1327,Ozuna,Colombia,11,2019,8
1328,Billie Eilish,Colombia,11,2019,9
1329,Sebastian Yatra,Colombia,9,2019,10
1330,Bad Bunny,Colombia,21,2021,1
1331,J Balvin,Colombia,17,2021,2
1332,Adele,Colombia,16,2021,3
1333,Feid,Colombia,16,2021,4
1334,Maluma,Colombia,15,2021,5
1335,BTS,Colombia,15,2021,6
1336,Anuel AA,Colombia,14,2021,7
1337,Myke Towers,Colombia,14,2021,8
1338,Billie Eilish,Colombia,12,2021,9
1339,Pastor Lopez,Colombia,12,2021,10
1340,Ed Sheeran,Denmark,30,2019,1
1341,Post Malone,Denmark,24,2019,2
1342,Gilli,Denmark,22,2019,3
1343,Ariana Grande,Denmark,20,2019,4
1344,Billie Eilish,Denmark,19,2019,5
1345,Kim Larsen,Denmark,19,2019,6
1346,ATYPISK,Denmark,18,2019,7
1347,Carmon,Denmark,17,2019,8
1348,Khalid,Denmark,17,2019,9
1349,Stepz,Denmark,16,2019,10
1350,Drake,Dominican Republic,25,2018,1
1351,Bad Bunny,Dominican Republic,24,2018,2
1352,El Alfa,Dominican Republic,23,2018,3
1353,BTS,Dominican Republic,18,2018,4
1354,Ariana Grande,Dominican Republic,18,2018,5
1355,Romeo Santos,Dominican Republic,17,2018,6
1356,XXXTENTACION,Dominican Republic,17,2018,7
1357,Ozuna,Dominican Republic,17,2018,8
1358,Travis Scott,Dominican Republic,15,2018,9
1359,Avicii,Dominican Republic,13,2018,10
1360,Bad Bunny,Ecuador,22,2021,1
1361,BTS,Ecuador,16,2021,2
1362,J Balvin,Ecuador,14,2021,3
1363,Morat,Ecuador,13,2021,4
1364,"Anuel AA, Ozuna",Ecuador,12,2021,5
1365,Myke Towers,Ecuador,12,2021,6
1366,Humbe,Ecuador,12,2021,7
1367,Anuel AA,Ecuador,12,2021,8
1368,Olivia Rodrigo,Ecuador,11,2021,9
1369,Maluma,Ecuador,10,2021,10
1370,Amr Diab,Egypt,14,2019,1
1371,Post Malone,Egypt,10,2019,2
1372,Billie Eilish,Egypt,5,2019,3
1373,Ed Sheeran,Egypt,5,2019,4
1374,Wegz,Egypt,5,2019,5
1375,Harry Styles,Egypt,5,2019,6
1376,Marwan Pablo,Egypt,5,2019,7
1377,Kanye West,Egypt,4,2019,8
1378,Lil Nas X,Egypt,4,2019,9
1379,Ariana Grande,Egypt,4,2019,10
1380,Ed Sheeran,Estonia,23,2019,1
1381,Billie Eilish,Estonia,20,2019,2
1382,Michael Bublé,Estonia,19,2019,3
1383,Post Malone,Estonia,19,2019,4
1384,Ariana Grande,Estonia,19,2019,5
1385,Taylor Swift,Estonia,14,2019,6
1386,Avicii,Estonia,12,2019,7
1387,Juice WRLD,Estonia,12,2019,8
1388,Harry Styles,Estonia,12,2019,9
1389,Rammstein,Estonia,11,2019,10
1390,Kanye West,Estonia,28,2021,1
1391,MORGENSHTERN,Estonia,26,2021,2
1392,Måneskin,Estonia,22,2021,3
1393,Drake,Estonia,21,2021,4
1394,Billie Eilish,Estonia,20,2021,5
1395,Pop Smoke,Estonia,19,2021,6
1396,"Tyler, The Creator",Estonia,16,2021,7
1397,Adele,Estonia,16,2021,8
1398,Lil Nas X,Estonia,15,2021,9
1399,Justin Bieber,Estonia,15,2021,10
1400,Eminem,Finland,33,2020,1
1401,Juice WRLD,Finland,26,2020,2
1402,Lil Uzi Vert,Finland,23,2020,3
1403,BTS,Finland,23,2020,4
1404,Taylor Swift,Finland,20,2020,5
1405,Pop Smoke,Finland,20,2020,6
1406,Ariana Grande,Finland,19,2020,7
1407,Antti Tuisku,Finland,18,2020,8
1408,Nightwish,Finland,18,2020,9
1409,Pyhimys,Finland,17,2020,10
1410,Kanye West,Finland,29,2021,1
1411,Children Of Bodom,Finland,26,2021,2
1412,Måneskin,Finland,24,2021,3
1413,Billie Eilish,Finland,23,2021,4
1414,Drake,Finland,21,2021,5
1415,Pop Smoke,Finland,20,2021,6
1416,Ed Sheeran,Finland,20,2021,7
1417,Adele,Finland,19,2021,8
1418,Sexmane,Finland,17,2021,9
1419,Justin Bieber,Finland,17,2021,10
1420,Linkin Park,Global,33,2017,1
1421,Ed Sheeran,Global,31,2017,2
1422,Future,Global,25,2017,3
1423,Eminem,Global,21,2017,4
1424,Lil Uzi Vert,Global,19,2017,5
1425,Sam Smith,Global,18,2017,6
1426,Drake,Global,16,2017,7
1427,Kendrick Lamar,Global,15,2017,8
1428,Migos,Global,14,2017,9
1429,XXXTENTACION,Global,13,2017,10
1430,Ed Sheeran,Greece,22,2017,1
1431,Eminem,Greece,19,2017,2
1432,Lana Del Rey,Greece,17,2017,3
1433,Linkin Park,Greece,16,2017,4
1434,Kendrick Lamar,Greece,15,2017,5
1435,Drake,Greece,14,2017,6
1436,"Huncho Jack, Travis Scott, Quavo",Greece,10,2017,7
1437,Giannis Ploutarhos,Greece,10,2017,8
1438,Harry Styles,Greece,10,2017,9
1439,BTS,Greece,9,2017,10
1440,Kanye West,Greece,28,2021,1
1441,Pop Smoke,Greece,28,2021,2
1442,Drake,Greece,23,2021,3
1443,Billie Eilish,Greece,22,2021,4
1444,Mad Clip,Greece,21,2021,5
1445,Måneskin,Greece,21,2021,6
1446,Light,Greece,18,2021,7
1447,Adele,Greece,17,2021,8
1448,Bloody Hawk,Greece,16,2021,9
1449,Lil Nas X,Greece,14,2021,10
1450,Ed Sheeran,Hong Kong,43,2019,1
1451,Taylor Swift,Hong Kong,23,2019,2
1452,Joey Yung,Hong Kong,22,2019,3
1453,Ariana Grande,Hong Kong,22,2019,4
1454,Leslie Cheung,Hong Kong,20,2019,5
1455,Billie Eilish,Hong Kong,17,2019,6
1456,Post Malone,Hong Kong,17,2019,7
1457,Hins Cheung,Hong Kong,15,2019,8
1458,Kay Tse,Hong Kong,12,2019,9
1459,BLACKPINK,Hong Kong,12,2019,10
1460,Leslie Cheung,Hong Kong,36,2021,1
1461,Taylor Swift,Hong Kong,35,2021,2
1462,Hins Cheung,Hong Kong,25,2021,3
1463,Kanye West,Hong Kong,23,2021,4
1464,Justin Bieber,Hong Kong,19,2021,5
1465,Ed Sheeran,Hong Kong,19,2021,6
1466,Drake,Hong Kong,19,2021,7
1467,Adele,Hong Kong,18,2021,8
1468,Billie Eilish,Hong Kong,16,2021,9
1469,my little airport,Hong Kong,16,2021,10
1470,Aron Can,Iceland,21,2017,1
1471,Michael Bublé,Iceland,19,2017,2
1472,Ed Sheeran,Iceland,19,2017,3
1473,Eminem,Iceland,18,2017,4
1474,Sam Smith,Iceland,17,2017,5
1475,Alexander Jarl,Iceland,15,2017,6
1476,Kendrick Lamar,Iceland,15,2017,7
1477,Baggalútur,Iceland,15,2017,8
1478,Drake,Iceland,14,2017,9
1479,XXXTENTACION,Iceland,13,2017,10
1480,Pop Smoke,Iceland,39,2020,1
1481,Lil Uzi Vert,Iceland,35,2020,2
1482,Juice WRLD,Iceland,26,2020,3
1483,Playboi Carti,Iceland,25,2020,4
1484,Justin Bieber,Iceland,20,2020,5
1485,Eminem,Iceland,20,2020,6
1486,Kid Cudi,Iceland,19,2020,7
1487,Michael Bublé,Iceland,19,2020,8
1488,DaBaby,Iceland,19,2020,9
1489,Ariana Grande,Iceland,17,2020,10
1490,Kanye West,Iceland,32,2021,1
1491,Pop Smoke,Iceland,28,2021,2
1492,Polo G,Iceland,23,2021,3
1493,Billie Eilish,Iceland,22,2021,4
1494,Drake,Iceland,22,2021,5
1495,Adele,Iceland,21,2021,6
1496,Bubbi Morthens,Iceland,18,2021,7
1497,"Tyler, The Creator",Iceland,16,2021,8
1498,Birnir,Iceland,16,2021,9
1499,Justin Bieber,Iceland,16,2021,10
1500,BTS,Indonesia,17,2019,1
1501,Ariana Grande,Indonesia,17,2019,2
1502,BLACKPINK,Indonesia,16,2019,3
1503,Billie Eilish,Indonesia,14,2019,4
1504,Ed Sheeran,Indonesia,13,2019,5
1505,Rich Brian,Indonesia,11,2019,6
1506,Hindia,Indonesia,10,2019,7
1507,Taylor Swift,Indonesia,10,2019,8
1508,Tulus,Indonesia,9,2019,9
1509,Khalid,Indonesia,8,2019,10
1510,Kanye West,Israel,27,2021,1
1511,Drake,Israel,23,2021,2
1512,Billie Eilish,Israel,22,2021,3
1513,Omer Adam,Israel,18,2021,4
1514,Adele,Israel,16,2021,5
1515,Eyal Golan,Israel,15,2021,6
1516,Pop Smoke,Israel,15,2021,7
1517,Eden Hason,Israel,14,2021,8
1518,Ishay Ribo,Israel,13,2021,9
1519,Ravid Plotnik,Israel,13,2021,10
1520,Ed Sheeran,Italy,30,2017,1
1521,Linkin Park,Italy,29,2017,2
1522,Ghali,Italy,23,2017,3
1523,"J-AX, Fedez",Italy,22,2017,4
1524,Dark Polo Gang,Italy,20,2017,5
1525,Eminem,Italy,19,2017,6
1526,RIKI,Italy,18,2017,7
1527,Fabri Fibra,Italy,17,2017,8
1528,Jovanotti,Italy,16,2017,9
1529,Drake,Italy,15,2017,10
1530,Linkin Park,Latvia,21,2017,1
1531,Ed Sheeran,Latvia,18,2017,2
1532,Eminem,Latvia,18,2017,3
1533,Kendrick Lamar,Latvia,15,2017,4
1534,Red Hot Chili Peppers,Latvia,13,2017,5
1535,Raxtu Raxti,Latvia,12,2017,6
1536,The xx,Latvia,11,2017,7
1537,Michael Bublé,Latvia,10,2017,8
1538,Foo Fighters,Latvia,9,2017,9
1539,Drake,Latvia,9,2017,10
1540,Ed Sheeran,Latvia,29,2019,1
1541,Prāta Vētra,Latvia,23,2019,2
1542,Billie Eilish,Latvia,20,2019,3
1543,Post Malone,Latvia,20,2019,4
1544,Ariana Grande,Latvia,19,2019,5
1545,Rammstein,Latvia,17,2019,6
1546,ScHoolboy Q,Latvia,15,2019,7
1547,Raxtu Raxti,Latvia,14,2019,8
1548,Juice WRLD,Latvia,13,2019,9
1549,Harry Styles,Latvia,12,2019,10
1550,MORGENSHTERN,Latvia,29,2021,1
1551,Kanye West,Latvia,28,2021,2
1552,Billie Eilish,Latvia,22,2021,3
1553,Måneskin,Latvia,22,2021,4
1554,Pop Smoke,Latvia,22,2021,5
1555,Drake,Latvia,22,2021,6
1556,Prāta Vētra,Latvia,20,2021,7
1557,Adele,Latvia,20,2021,8
1558,"Tyler, The Creator",Latvia,17,2021,9
1559,Carnival Youth,Latvia,17,2021,10
1560,BTS,Lithuania,25,2020,1
1561,Playboi Carti,Lithuania,24,2020,2
1562,Juice WRLD,Lithuania,22,2020,3
1563,Eminem,Lithuania,22,2020,4
1564,Taylor Swift,Lithuania,18,2020,5
1565,Joji,Lithuania,18,2020,6
1566,Ariana Grande,Lithuania,18,2020,7
1567,Lil Uzi Vert,Lithuania,18,2020,8
1568,The Weeknd,Lithuania,16,2020,9
1569,Billie Eilish,Lithuania,15,2020,10
1570,BTS,Malaysia,46,2020,1
1571,Taylor Swift,Malaysia,40,2020,2
1572,Lauv,Malaysia,24,2020,3
1573,TWICE,Malaysia,20,2020,4
1574,Justin Bieber,Malaysia,20,2020,5
1575,Ariana Grande,Malaysia,20,2020,6
1576,The Weeknd,Malaysia,18,2020,7
1577,Joji,Malaysia,17,2020,8
1578,BLACKPINK,Malaysia,16,2020,9
1579,Lady Gaga,Malaysia,15,2020,10
1580,José José,Mexico,38,2019,1
1581,Luis Miguel,Mexico,27,2019,2
1582,Ariana Grande,Mexico,17,2019,3
1583,Paulo Londra,Mexico,15,2019,4
1584,Banda MS de Sergio Lizárraga,Mexico,12,2019,5
1585,Billie Eilish,Mexico,11,2019,6
1586,Taylor Swift,Mexico,11,2019,7
1587,Ozuna,Mexico,9,2019,8
1588,Maluma,Mexico,9,2019,9
1589,Ed Sheeran,Mexico,9,2019,10
1590,SCH,Morocco,14,2019,1
1591,Naar,Morocco,13,2019,2
1592,LFERDA,Morocco,12,2019,3
1593,7liwa,Morocco,12,2019,4
1594,Niska,Morocco,9,2019,5
1595,Post Malone,Morocco,8,2019,6
1596,"Moov'art, MC JAY",Morocco,7,2019,7
1597,Soolking,Morocco,6,2019,8
1598,ElGrandeToto,Morocco,6,2019,9
1599,Kanye West,Morocco,5,2019,10
1600,XXXTENTACION,Norway,41,2018,1
1601,Drake,Norway,24,2018,2
1602,Post Malone,Norway,22,2018,3
1603,Eminem,Norway,22,2018,4
1604,Travis Scott,Norway,19,2018,5
1605,Avicii,Norway,19,2018,6
1606,Ariana Grande,Norway,19,2018,7
1607,Shawn Mendes,Norway,16,2018,8
1608,A$AP Rocky,Norway,14,2018,9
1609,J. Cole,Norway,13,2018,10
1610,Ed Sheeran,Panama,21,2017,1
1611,Linkin Park,Panama,18,2017,2
1612,Ozuna,Panama,15,2017,3
1613,Justin Bieber,Panama,9,2017,4
1614,Drake,Panama,9,2017,5
1615,Maroon 5,Panama,9,2017,6
1616,Romeo Santos,Panama,7,2017,7
1617,CNCO,Panama,7,2017,8
1618,Camila Cabello,Panama,6,2017,9
1619,Bad Bunny,Panama,6,2017,10
1620,Myke Towers,Panama,26,2021,1
1621,Drake,Panama,23,2021,2
1622,Bad Bunny,Panama,22,2021,3
1623,Son Miserables,Panama,21,2021,4
1624,Kanye West,Panama,21,2021,5
1625,Eladio Carrion,Panama,20,2021,6
1626,Adele,Panama,18,2021,7
1627,Anuel AA,Panama,18,2021,8
1628,J Balvin,Panama,16,2021,9
1629,Rauw Alejandro,Panama,15,2021,10
1630,Imagine Dragons,Paraguay,23,2018,1
1631,Bad Bunny,Paraguay,22,2018,2
1632,BTS,Paraguay,19,2018,3
1633,Arctic Monkeys,Paraguay,16,2018,4
1634,The Killers,Paraguay,13,2018,5
1635,XXXTENTACION,Paraguay,13,2018,6
1636,Ozuna,Paraguay,12,2018,7
1637,Avicii,Paraguay,11,2018,8
1638,Zion & Lennox,Paraguay,10,2018,9
1639,Camila Cabello,Paraguay,10,2018,10
1640,Bad Bunny,Paraguay,21,2021,1
1641,Binomio de Oro de América,Paraguay,12,2021,2
1642,BTS,Paraguay,10,2021,3
1643,Duki,Paraguay,10,2021,4
1644,Olivia Rodrigo,Paraguay,10,2021,5
1645,Taylor Swift,Paraguay,9,2021,6
1646,Rauw Alejandro,Paraguay,9,2021,7
1647,"Anuel AA, Ozuna",Paraguay,8,2021,8
1648,Doja Cat,Paraguay,7,2021,9
1649,Anuel AA,Paraguay,7,2021,10
1650,Bruno Mars,Peru,21,2017,1
1651,Ed Sheeran,Peru,20,2017,2
1652,Linkin Park,Peru,18,2017,3
1653,Ozuna,Peru,13,2017,4
1654,BTS,Peru,11,2017,5
1655,Los Toribianitos,Peru,10,2017,6
1656,Los 4,Peru,9,2017,7
1657,Maluma,Peru,9,2017,8
1658,CNCO,Peru,8,2017,9
1659,Maroon 5,Peru,7,2017,10
1660,Taylor Swift,Philippines,83,2021,1
1661,TWICE,Philippines,31,2021,2
1662,Ben&Ben,Philippines,26,2021,3
1663,BTS,Philippines,24,2021,4
1664,Adele,Philippines,22,2021,5
1665,Justin Bieber,Philippines,18,2021,6
1666,Drake,Philippines,17,2021,7
1667,ENHYPEN,Philippines,15,2021,8
1668,Kanye West,Philippines,14,2021,9
1669,SEVENTEEN,Philippines,14,2021,10
1670,Ed Sheeran,Portugal,35,2019,1
1671,Ariana Grande,Portugal,21,2019,2
1672,Billie Eilish,Portugal,21,2019,3
1673,Post Malone,Portugal,20,2019,4
1674,Khalid,Portugal,18,2019,5
1675,Taylor Swift,Portugal,17,2019,6
1676,Plutónio,Portugal,16,2019,7
1677,Lana Del Rey,Portugal,14,2019,8
1678,ProfJam,Portugal,14,2019,9
1679,Slow J,Portugal,13,2019,10
1680,Kanye West,Romania,29,2021,1
1681,Pop Smoke,Romania,27,2021,2
1682,Drake,Romania,23,2021,3
1683,Måneskin,Romania,22,2021,4
1684,Billie Eilish,Romania,22,2021,5
1685,Migos,Romania,19,2021,6
1686,Tzanca Uraganu,Romania,18,2021,7
1687,"Tyler, The Creator",Romania,16,2021,8
1688,Lil Nas X,Romania,16,2021,9
1689,Adele,Romania,15,2021,10
1690,BTS,Saudi Arabia,50,2020,1
1691,Eminem,Saudi Arabia,34,2020,2
1692,Taylor Swift,Saudi Arabia,33,2020,3
1693,Juice WRLD,Saudi Arabia,24,2020,4
1694,Ariana Grande,Saudi Arabia,19,2020,5
1695,The Weeknd,Saudi Arabia,18,2020,6
1696,Drake,Saudi Arabia,17,2020,7
1697,Selena Gomez,Saudi Arabia,16,2020,8
1698,Lil Uzi Vert,Saudi Arabia,15,2020,9
1699,Dua Lipa,Saudi Arabia,14,2020,10
1700,Coldplay,Singapore,42,2017,1
1701,Linkin Park,Singapore,42,2017,2
1702,Ed Sheeran,Singapore,33,2017,3
1703,BTS,Singapore,22,2017,4
1704,Sam Smith,Singapore,18,2017,5
1705,Taylor Swift,Singapore,17,2017,6
1706,Kendrick Lamar,Singapore,13,2017,7
1707,Imagine Dragons,Singapore,12,2017,8
