,artist,region,n,year,Rank
2491,XXXTENTACION,Netherlands,1209,2018,2
2492,Post Malone,Netherlands,1173,2018,3
2493,Drake,Netherlands,1115,2018,4
2494,Josylvio,Netherlands,1112,2018,5
2495,Imagine Dragons,Netherlands,1025,2018,6
2496,Broederliefde,Netherlands,1011,2018,7
2497,Dua Lipa,Netherlands,797,2018,8
2498,Boef,Netherlands,786,2018,9
2499,Ariana Grande,Netherlands,724,2018,10
2500,Olivia Rodrigo,Netherlands,1401,2021,1
2501,Justin Bieber,Netherlands,1132,2021,2
2502,Racoon,Netherlands,1092,2021,3
2503,Suzan & Freek,Netherlands,1021,2021,4
2504,The Weeknd,Netherlands,917,2021,5
2505,Dua Lipa,Netherlands,802,2021,6
2506,Billie Eilish,Netherlands,792,2021,7
2507,Pop Smoke,Netherlands,747,2021,8
2508,Ed Sheeran,Netherlands,724,2021,9
2509,Lewis Capaldi,Netherlands,673,2021,10
2510,Ed Sheeran,Nicaragua,232,2017,1
2511,Zion & Lennox,Nicaragua,216,2017,2
2512,Luis Fonsi,Nicaragua,199,2017,3
2513,Danny Ocean,Nicaragua,192,2017,4
2514,Shakira,Nicaragua,190,2017,5
2515,Nicky Jam,Nicaragua,180,2017,6
2516,Anuel AA,Nicaragua,179,2017,7
2517,CNCO,Nicaragua,171,2017,8
2518,J Balvin,Nicaragua,154,2017,9
2519,"J Balvin, Pharrell Williams, BIA, Sky",Nicaragua,146,2017,10
2520,TIX,Norway,1824,2021,1
2521,Billie Eilish,Norway,1582,2021,2
2522,Olivia Rodrigo,Norway,1464,2021,3
2523,Justin Bieber,Norway,1238,2021,4
2524,The Weeknd,Norway,1135,2021,5
2525,Lewis Capaldi,Norway,1102,2021,6
2526,Hagle,Norway,1023,2021,7
2527,Halva Priset,Norway,866,2021,8
2528,Ringnes-Ronny,Norway,803,2021,9
2529,El Papi,Norway,794,2021,10
2530,Bad Bunny,Panama,3610,2020,1
2531,Boza,Panama,2443,2020,2
2532,J Balvin,Panama,1728,2020,3
2533,Myke Towers,Panama,1598,2020,4
2534,Camilo,Panama,1336,2020,5
2535,Anuel AA,Panama,1063,2020,6
2536,Sech,Panama,984,2020,7
2537,Maluma,Panama,967,2020,8
2538,Dua Lipa,Panama,732,2020,9
2539,Billie Eilish,Panama,698,2020,10
2540,Maluma,Peru,1668,2018,1
2541,Ozuna,Peru,1585,2018,2
2542,Los 4,Peru,1393,2018,3
2543,Piso 21,Peru,1237,2018,4
2544,Bad Bunny,Peru,1210,2018,5
2545,Ed Sheeran,Peru,1197,2018,6
2546,Sebastian Yatra,Peru,1195,2018,7
2547,Manuel Turizo,Peru,1037,2018,8
2548,Paulo Londra,Peru,985,2018,9
2549,Danny Ocean,Peru,915,2018,10
2550,Bad Bunny,Peru,2572,2021,1
2551,Olivia Rodrigo,Peru,1439,2021,2
2552,BTS,Peru,1245,2021,3
2553,Rauw Alejandro,Peru,1244,2021,4
2554,Camilo,Peru,1062,2021,5
2555,KAROL G,Peru,986,2021,6
2556,Dua Lipa,Peru,959,2021,7
2557,Paulo Londra,Peru,936,2021,8
2558,Maluma,Peru,921,2021,9
2559,Sech,Peru,761,2021,10
2560,LANY,Philippines,2535,2018,1
2561,Ed Sheeran,Philippines,2330,2018,2
2562,Moira Dela Torre,Philippines,2269,2018,3
2563,Bruno Mars,Philippines,1318,2018,4
2564,Ben&Ben,Philippines,1217,2018,5
2565,Maroon 5,Philippines,1141,2018,6
2566,Post Malone,Philippines,1096,2018,7
2567,Lauv,Philippines,1068,2018,8
2568,Silent Sanctuary,Philippines,908,2018,9
2569,Khalid,Philippines,870,2018,10
2570,Mata,Poland,2283,2020,1
2571,"Bedoes, Lanek",Poland,2060,2020,2
2572,White 2115,Poland,1679,2020,3
2573,chillwagon,Poland,1434,2020,4
2574,Żabson,Poland,1257,2020,5
2575,sanah,Poland,1247,2020,6
2576,Dua Lipa,Poland,1026,2020,7
2577,Billie Eilish,Poland,1017,2020,8
2578,Taco Hemingway,Poland,896,2020,9
2579,Dawid Podsiadło,Poland,886,2020,10
2580,kizaru,Russia,1271,2020,1
2581,Max Korzh,Russia,1035,2020,2
2582,Miyagi & Andy Panda,Russia,934,2020,3
2583,Big Baby Tape,Russia,758,2020,4
2584,LSP,Russia,730,2020,5
2585,ATL,Russia,685,2020,6
2586,Scriptonite,Russia,639,2020,7
2587,Boulevard Depo,Russia,630,2020,8
2588,Markul,Russia,563,2020,9
2589,BTS,Russia,557,2020,10
2590,Ed Sheeran,Taiwan,2558,2017,1
2591,JJ Lin,Taiwan,1599,2017,2
2592,Mayday,Taiwan,1152,2017,3
2593,The Chainsmokers,Taiwan,1092,2017,4
2594,Eric Chou,Taiwan,1075,2017,5
2595,Eason Chan,Taiwan,938,2017,6
2596,Coldplay,Taiwan,913,2017,7
2597,Ronghao Li,Taiwan,871,2017,8
2598,G.E.M.,Taiwan,861,2017,9
2599,LaLa Hsu,Taiwan,838,2017,10
2600,BTS,Thailand,909,2017,1
2601,Ed Sheeran,Thailand,751,2017,2
2602,Taylor Swift,Thailand,466,2017,3
2603,Room 39,Thailand,441,2017,4
2604,Atom Chanakan,Thailand,364,2017,5
2605,BLACKPINK,Thailand,339,2017,6
2606,Wanna One,Thailand,305,2017,7
2607,Charlie Puth,Thailand,300,2017,8
2608,Maroon 5,Thailand,291,2017,9
2609,Sam Smith,Thailand,289,2017,10
2610,Billie Eilish,United States,3370,2019,1
2611,Post Malone,United States,3125,2019,2
2612,Juice WRLD,United States,2620,2019,3
2613,XXXTENTACION,United States,2138,2019,4
2614,Ariana Grande,United States,2053,2019,5
2615,Khalid,United States,2002,2019,6
2616,Drake,United States,1294,2019,7
2617,DaBaby,United States,1120,2019,8
2618,Travis Scott,United States,1106,2019,9
2619,A Boogie Wit da Hoodie,United States,995,2019,10
2620,BTS,Vietnam,2830,2019,1
2621,Mỹ Tâm,Vietnam,2377,2019,2
2622,Billie Eilish,Vietnam,2255,2019,3
2623,Ed Sheeran,Vietnam,2191,2019,4
2624,Taylor Swift,Vietnam,1889,2019,5
2625,Ariana Grande,Vietnam,1863,2019,6
2626,Vũ.,Vietnam,1839,2019,7
2627,BLACKPINK,Vietnam,1806,2019,8
2628,Shawn Mendes,Vietnam,1634,2019,9
2629,Sam Smith,Vietnam,1085,2019,10
2630,Paulo Londra,Argentina,3005,2019,1
2631,Ed Sheeran,Argentina,1396,2019,2
2632,WOS,Argentina,1321,2019,3
2633,Bad Bunny,Argentina,1183,2019,4
2634,Billie Eilish,Argentina,1133,2019,5
2635,Queen,Argentina,960,2019,6
2636,Maluma,Argentina,916,2019,7
2637,Duki,Argentina,830,2019,8
2638,Ozuna,Argentina,786,2019,9
2639,Callejeros,Argentina,766,2019,10
2640,J Balvin,Argentina,1513,2020,1
2641,Bad Bunny,Argentina,1449,2020,2
2642,WOS,Argentina,1132,2020,3
2643,Fer Palacio,Argentina,1103,2020,4
2644,Camilo,Argentina,1077,2020,5
2645,Maluma,Argentina,917,2020,6
2646,Dua Lipa,Argentina,881,2020,7
2647,Harry Styles,Argentina,847,2020,8
2648,Maria Becerra,Argentina,836,2020,9
2649,Ciro y los Persas,Argentina,733,2020,10
2650,Rauw Alejandro,Argentina,1296,2021,1
2651,Olivia Rodrigo,Argentina,1238,2021,2
2652,Dua Lipa,Argentina,1215,2021,3
2653,Camilo,Argentina,1018,2021,4
2654,The Weeknd,Argentina,771,2021,5
2655,Harry Styles,Argentina,728,2021,6
2656,Ciro y los Persas,Argentina,717,2021,7
2657,Maria Becerra,Argentina,705,2021,8
2658,La K'onga,Argentina,698,2021,9
2659,Maluma,Argentina,679,2021,10
2660,Ed Sheeran,Belgium,3116,2017,1
2661,Damso,Belgium,1578,2017,2
2662,Lil Kleine,Belgium,936,2017,3
2663,Major Lazer,Belgium,890,2017,4
2664,Imagine Dragons,Belgium,777,2017,5
2665,The Chainsmokers,Belgium,770,2017,6
2666,Boef,Belgium,726,2017,7
2667,Shawn Mendes,Belgium,721,2017,8
2668,Clean Bandit,Belgium,709,2017,9
2669,Kendrick Lamar,Belgium,706,2017,10
2670,XXXTENTACION,Belgium,2122,2018,1
2671,Ed Sheeran,Belgium,1825,2018,2
2672,Damso,Belgium,1410,2018,3
2673,Drake,Belgium,1309,2018,4
2674,Post Malone,Belgium,1281,2018,5
2675,Imagine Dragons,Belgium,1255,2018,6
2676,Angèle,Belgium,1074,2018,7
2677,Dua Lipa,Belgium,982,2018,8
2678,Avicii,Belgium,974,2018,9
2679,Clean Bandit,Belgium,819,2018,10
2680,Ariana Grande,Bulgaria,657,2019,1
2681,Post Malone,Bulgaria,622,2019,2
2682,Ed Sheeran,Bulgaria,599,2019,3
2683,Billie Eilish,Bulgaria,561,2019,4
2684,Itzo Hazarta,Bulgaria,518,2019,5
2685,Travis Scott,Bulgaria,304,2019,6
2686,Lil Nas X,Bulgaria,252,2019,7
2687,Halsey,Bulgaria,247,2019,8
2688,Boro Purvi,Bulgaria,233,2019,9
2689,Preslava,Bulgaria,205,2019,10
2690,Ed Sheeran,Canada,2649,2017,1
2691,Drake,Canada,2178,2017,2
2692,Kendrick Lamar,Canada,1555,2017,3
2693,Migos,Canada,1478,2017,4
2694,Future,Canada,1219,2017,5
2695,Lil Uzi Vert,Canada,1019,2017,6
2696,The Weeknd,Canada,955,2017,7
2697,Post Malone,Canada,944,2017,8
2698,Travis Scott,Canada,860,2017,9
2699,XXXTENTACION,Canada,806,2017,10
2700,Juice WRLD,Canada,2690,2020,1
2701,Pop Smoke,Canada,1864,2020,2
2702,Post Malone,Canada,1654,2020,3
2703,Billie Eilish,Canada,1639,2020,4
2704,Taylor Swift,Canada,1309,2020,5
2705,DaBaby,Canada,1252,2020,6
2706,Travis Scott,Canada,1230,2020,7
2707,Drake,Canada,1189,2020,8
2708,Harry Styles,Canada,1133,2020,9
2709,Ed Sheeran,Canada,1132,2020,10
2710,Ed Sheeran,Chile,2256,2017,1
2711,Maluma,Chile,1736,2017,2
2712,Ozuna,Chile,1657,2017,3
2713,Mon Laferte,Chile,1205,2017,4
2714,Nicky Jam,Chile,1107,2017,5
2715,Yandel,Chile,1066,2017,6
2716,Bruno Mars,Chile,946,2017,7
2717,Major Lazer,Chile,926,2017,8
2718,Rombai,Chile,862,2017,9
2719,Zion & Lennox,Chile,857,2017,10
2720,Bad Bunny,Chile,2857,2019,1
2721,Paulo Londra,Chile,1847,2019,2
2722,Cami,Chile,1600,2019,3
2723,Paloma Mami,Chile,1155,2019,4
2724,Santaferia,Chile,1120,2019,5
2725,Ozuna,Chile,914,2019,6
2726,Queen,Chile,875,2019,7
2727,Ed Sheeran,Chile,800,2019,8
2728,Maluma,Chile,757,2019,9
2729,Danny Ocean,Chile,719,2019,10
2730,Bad Bunny,Chile,3564,2020,1
2731,Myke Towers,Chile,1511,2020,2
2732,J Balvin,Chile,1456,2020,3
2733,Camilo,Chile,982,2020,4
2734,Maluma,Chile,912,2020,5
2735,Dua Lipa,Chile,874,2020,6
2736,Anuel AA,Chile,855,2020,7
2737,Santaferia,Chile,784,2020,8
2738,Rauw Alejandro,Chile,724,2020,9
2739,"J Balvin, Bad Bunny",Chile,657,2020,10
2740,Ed Sheeran,Costa Rica,2777,2017,1
2741,Bruno Mars,Costa Rica,1375,2017,2
2742,Ozuna,Costa Rica,1276,2017,3
2743,Maluma,Costa Rica,1157,2017,4
2744,Shawn Mendes,Costa Rica,1144,2017,5
2745,Twenty One Pilots,Costa Rica,969,2017,6
2746,Nicky Jam,Costa Rica,933,2017,7
2747,Sia,Costa Rica,898,2017,8
2748,Imagine Dragons,Costa Rica,848,2017,9
2749,Reik,Costa Rica,790,2017,10
2750,Paulo Londra,Costa Rica,2334,2019,1
2751,Ed Sheeran,Costa Rica,1777,2019,2
2752,Sam Smith,Costa Rica,1429,2019,3
2753,Christian Nodal,Costa Rica,1375,2019,4
2754,Ozuna,Costa Rica,1360,2019,5
2755,Bad Bunny,Costa Rica,1282,2019,6
2756,Queen,Costa Rica,1136,2019,7
2757,Manuel Turizo,Costa Rica,1110,2019,8
2758,Billie Eilish,Costa Rica,1091,2019,9
2759,Ariana Grande,Costa Rica,1065,2019,10
2760,Billie Eilish,Czech Republic,2119,2019,1
2761,Imagine Dragons,Czech Republic,2069,2019,2
2762,Ed Sheeran,Czech Republic,1977,2019,3
2763,Queen,Czech Republic,1883,2019,4
2764,Viktor Sheen,Czech Republic,1870,2019,5
2765,Post Malone,Czech Republic,1714,2019,6
2766,STEIN27,Czech Republic,1094,2019,7
2767,Ariana Grande,Czech Republic,1078,2019,8
2768,Dorian,Czech Republic,943,2019,9
2769,Shawn Mendes,Czech Republic,794,2019,10
2770,Ed Sheeran,Ecuador,2057,2017,1
2771,Ozuna,Ecuador,1423,2017,2
2772,Maluma,Ecuador,1333,2017,3
2773,CNCO,Ecuador,1244,2017,4
2774,Manuel Medrano,Ecuador,1149,2017,5
2775,Nicky Jam,Ecuador,1131,2017,6
2776,Reik,Ecuador,928,2017,7
2777,Bruno Mars,Ecuador,928,2017,8
2778,Major Lazer,Ecuador,900,2017,9
2779,Shakira,Ecuador,813,2017,10
2780,Ed Sheeran,El Salvador,1280,2017,1
2781,Ozuna,El Salvador,1199,2017,2
2782,Bad Bunny,El Salvador,760,2017,3
2783,Nicky Jam,El Salvador,714,2017,4
2784,Piso 21,El Salvador,678,2017,5
2785,Maluma,El Salvador,665,2017,6
2786,Charlie Puth,El Salvador,600,2017,7
2787,Shakira,El Salvador,569,2017,8
2788,Imagine Dragons,El Salvador,553,2017,9
2789,"The Weeknd, Daft Punk",El Salvador,536,2017,10
2790,XXXTENTACION,Estonia,829,2018,1
2791,Post Malone,Estonia,687,2018,2
2792,Drake,Estonia,465,2018,3
2793,Ariana Grande,Estonia,364,2018,4
2794,nublu,Estonia,311,2018,5
2795,Eminem,Estonia,273,2018,6
2796,"MiyaGi & Endspiel, Rem Digga",Estonia,221,2018,7
2797,Reket,Estonia,213,2018,8
2798,Billie Eilish,Estonia,210,2018,9
2799,Dennis Lloyd,Estonia,196,2018,10
2800,Ninho,France,3410,2020,1
2801,PLK,France,1628,2020,2
2802,Jul,France,1600,2020,3
2803,Maes,France,1242,2020,4
2804,Gambi,France,1209,2020,5
2805,Aya Nakamura,France,1114,2020,6
2806,Leto,France,996,2020,7
2807,Zola,France,858,2020,8
2808,Larry,France,845,2020,9
2809,Damso,France,825,2020,10
2810,Ninho,France,1656,2021,1
2811,Jul,France,1629,2021,2
2812,Damso,France,1553,2021,3
2813,Djadja & Dinaz,France,1308,2021,4
2814,SCH,France,1303,2021,5
2815,OBOY,France,1105,2021,6
2816,Leto,France,1061,2021,7
2817,The Weeknd,France,1028,2021,8
2818,Gazo,France,959,2021,9
2819,Laylow,France,722,2021,10
2820,Ed Sheeran,Germany,1964,2017,1
2821,"Bonez MC, RAF Camora",Germany,1167,2017,2
2822,"KC Rebell, Summer Cem",Germany,779,2017,3
2823,Imagine Dragons,Germany,735,2017,4
2824,Linkin Park,Germany,722,2017,5
2825,Miami Yacine,Germany,704,2017,6
2826,RIN,Germany,678,2017,7
2827,Capo,Germany,670,2017,8
2828,Major Lazer,Germany,655,2017,9
2829,Kontra K,Germany,648,2017,10
2830,Apache 207,Germany,3048,2020,1
2831,Bonez MC,Germany,1119,2020,2
2832,Samra,Germany,1079,2020,3
2833,Juice WRLD,Germany,1073,2020,4
2834,Pop Smoke,Germany,1057,2020,5
2835,Ava Max,Germany,876,2020,6
2836,Kontra K,Germany,843,2020,7
2837,Pashanim,Germany,842,2020,8
2838,Luciano,Germany,840,2020,9
2839,Billie Eilish,Germany,793,2020,10
2840,Billie Eilish,Global,3041,2019,1
2841,Post Malone,Global,2450,2019,2
2842,Ed Sheeran,Global,2195,2019,3
2843,Ariana Grande,Global,1941,2019,4
2844,XXXTENTACION,Global,1436,2019,5
2845,Queen,Global,1257,2019,6
2846,Khalid,Global,1142,2019,7
2847,Imagine Dragons,Global,1065,2019,8
2848,Juice WRLD,Global,958,2019,9
2849,Drake,Global,934,2019,10
2850,XXXTENTACION,Greece,1623,2018,1
2851,Drake,Greece,1445,2018,2
2852,Eminem,Greece,1104,2018,3
2853,Post Malone,Greece,1070,2018,4
2854,Imagine Dragons,Greece,958,2018,5
2855,Ariana Grande,Greece,954,2018,6
2856,Travis Scott,Greece,927,2018,7
2857,Dua Lipa,Greece,768,2018,8
2858,Camila Cabello,Greece,635,2018,9
2859,Kendrick Lamar,Greece,621,2018,10
2860,Dear Jane,Hong Kong,2007,2020,1
2861,Eason Chan,Hong Kong,1899,2020,2
2862,Ed Sheeran,Hong Kong,1792,2020,3
2863,BLACKPINK,Hong Kong,1513,2020,4
2864,Hins Cheung,Hong Kong,1500,2020,5
2865,Billie Eilish,Hong Kong,1328,2020,6
2866,Eric Chou,Hong Kong,1312,2020,7
2867,BTS,Hong Kong,1223,2020,8
2868,Taylor Swift,Hong Kong,1127,2020,9
2869,Ariana Grande,Hong Kong,1093,2020,10
2870,Follow The Flow,Hungary,2034,2020,1
2871,Juice WRLD,Hungary,1854,2020,2
2872,Billie Eilish,Hungary,1745,2020,3
2873,Ava Max,Hungary,1541,2020,4
2874,Bagossy Brothers Company,Hungary,1424,2020,5
2875,Post Malone,Hungary,1290,2020,6
2876,Travis Scott,Hungary,1288,2020,7
2877,Dua Lipa,Hungary,1173,2020,8
2878,Eminem,Hungary,1116,2020,9
2879,Ed Sheeran,Hungary,970,2020,10
2880,Billie Eilish,Iceland,2705,2019,1
2881,Ed Sheeran,Iceland,1477,2019,2
2882,Post Malone,Iceland,1380,2019,3
2883,Floni,Iceland,1364,2019,4
2884,"ClubDub, Ra:tio",Iceland,1243,2019,5
2885,Herra Hnetusmjör,Iceland,1192,2019,6
2886,Auður,Iceland,1158,2019,7
2887,Ariana Grande,Iceland,1114,2019,8
2888,"Herra Hnetusmjör, Huginn",Iceland,985,2019,9
2889,Huginn,Iceland,903,2019,10
2890,Post Malone,India,1454,2019,1
2891,"Pritam, Arijit Singh",India,1054,2019,2
2892,Billie Eilish,India,922,2019,3
2893,Shawn Mendes,India,917,2019,4
2894,Arijit Singh,India,892,2019,5
2895,Ariana Grande,India,744,2019,6
2896,Taylor Swift,India,701,2019,7
2897,Badshah,India,660,2019,8
2898,BTS,India,649,2019,9
2899,Imagine Dragons,India,647,2019,10
2900,Ed Sheeran,Indonesia,2956,2017,1
2901,Tulus,Indonesia,1920,2017,2
2902,Sheila On 7,Indonesia,1425,2017,3
2903,Payung Teduh,Indonesia,1304,2017,4
2904,Coldplay,Indonesia,1236,2017,5
2905,BTS,Indonesia,1200,2017,6
2906,Bruno Mars,Indonesia,1190,2017,7
2907,Raisa,Indonesia,1189,2017,8
2908,The Chainsmokers,Indonesia,936,2017,9
2909,Fourtwnty,Indonesia,833,2017,10
2910,Pamungkas,Indonesia,2715,2020,1
2911,Andmesh,Indonesia,1813,2020,2
2912,BTS,Indonesia,1812,2020,3
2913,Fiersa Besari,Indonesia,1470,2020,4
2914,Ardhito Pramono,Indonesia,1383,2020,5
2915,Fourtwnty,Indonesia,1346,2020,6
2916,Glenn Fredly,Indonesia,1284,2020,7
2917,Hindia,Indonesia,1265,2020,8
2918,Tulus,Indonesia,1243,2020,9
2919,Nadin Amizah,Indonesia,1024,2020,10
2920,Olivia Rodrigo,Ireland,1969,2021,1
2921,Dermot Kennedy,Ireland,1564,2021,2
2922,Ed Sheeran,Ireland,1518,2021,3
2923,Billie Eilish,Ireland,1312,2021,4
2924,Fleetwood Mac,Ireland,1306,2021,5
2925,Taylor Swift,Ireland,1242,2021,6
2926,Dua Lipa,Ireland,1048,2021,7
2927,Doja Cat,Ireland,1022,2021,8
2928,Adele,Ireland,1010,2021,9
2929,Justin Bieber,Ireland,1009,2021,10
2930,tha Supreme,Italy,2155,2020,1
2931,Marracash,Italy,1542,2020,2
2932,Ultimo,Italy,1440,2020,3
2933,Ghali,Italy,1375,2020,4
2934,Lazza,Italy,1075,2020,5
2935,Guè Pequeno,Italy,978,2020,6
2936,Pinguini Tattici Nucleari,Italy,958,2020,7
2937,Achille Lauro,Italy,880,2020,8
2938,Travis Scott,Italy,845,2020,9
2939,Random,Italy,839,2020,10
2940,Måneskin,Italy,1870,2021,1
2941,Capo Plaza,Italy,1585,2021,2
2942,BLANCO,Italy,1575,2021,3
2943,Sfera Ebbasta,Italy,1551,2021,4
2944,Pinguini Tattici Nucleari,Italy,1333,2021,5
2945,Madame,Italy,1291,2021,6
2946,sangiovanni,Italy,1185,2021,7
2947,Salmo,Italy,1102,2021,8
2948,Irama,Italy,904,2021,9
2949,Rkomi,Italy,877,2021,10
2950,XXXTENTACION,Lithuania,757,2018,1
2951,Post Malone,Lithuania,682,2018,2
2952,Drake,Lithuania,667,2018,3
2953,Ariana Grande,Lithuania,459,2018,4
2954,Eminem,Lithuania,318,2018,5
2955,Queen,Lithuania,298,2018,6
2956,Billie Eilish,Lithuania,271,2018,7
2957,Khalid,Lithuania,236,2018,8
2958,Dennis Lloyd,Lithuania,233,2018,9
2959,5 Seconds of Summer,Lithuania,229,2018,10
2960,Pop Smoke,Luxembourg,143,2020,1
2961,Ariana Grande,Luxembourg,38,2020,2
2962,Michael Bublé,Luxembourg,38,2020,3
2963,Justin Bieber,Luxembourg,35,2020,4
2964,The Weeknd,Luxembourg,34,2020,5
2965,Dua Lipa,Luxembourg,31,2020,6
2966,Juice WRLD,Luxembourg,28,2020,7
2967,DaBaby,Luxembourg,26,2020,8
2968,Harry Styles,Luxembourg,26,2020,9
2969,"Jawsh 685, Jason Derulo",Luxembourg,24,2020,10
2970,Ed Sheeran,Mexico,1885,2017,1
2971,Maluma,Mexico,1607,2017,2
2972,Banda MS de Sergio Lizárraga,Mexico,1542,2017,3
2973,Ozuna,Mexico,1375,2017,4
2974,Cartel De Santa,Mexico,1210,2017,5
2975,Nicky Jam,Mexico,1008,2017,6
2976,Reik,Mexico,825,2017,7
2977,Alejandro Fernández,Mexico,818,2017,8
2978,Twenty One Pilots,Mexico,805,2017,9
2979,Shakira,Mexico,734,2017,10
2980,Ed Sheeran,Netherlands,2766,2017,1
2981,Lil Kleine,Netherlands,1708,2017,2
2982,Boef,Netherlands,979,2017,3
2983,Sevn Alias,Netherlands,928,2017,4
2984,Broederliefde,Netherlands,887,2017,5
2985,Imagine Dragons,Netherlands,733,2017,6
2986,Equalz,Netherlands,691,2017,7
2987,Niall Horan,Netherlands,670,2017,8
2988,Clean Bandit,Netherlands,644,2017,9
2989,Drake,Netherlands,641,2017,10
2990,Ed Sheeran,New Zealand,4183,2017,1
2991,Kendrick Lamar,New Zealand,1515,2017,2
2992,J. Cole,New Zealand,1226,2017,3
2993,Bruno Mars,New Zealand,1117,2017,4
2994,Lorde,New Zealand,1030,2017,5
2995,Drake,New Zealand,1020,2017,6
2996,Major Lazer,New Zealand,992,2017,7
2997,Justin Bieber,New Zealand,958,2017,8
2998,Adele,New Zealand,892,2017,9
2999,XXXTENTACION,New Zealand,863,2017,10
3000,SIX60,New Zealand,4023,2021,1
3001,L.A.B.,New Zealand,1918,2021,2
3002,Ed Sheeran,New Zealand,1781,2021,3
3003,Olivia Rodrigo,New Zealand,1687,2021,4
3004,Justin Bieber,New Zealand,1392,2021,5
3005,Pop Smoke,New Zealand,1384,2021,6
3006,Fleetwood Mac,New Zealand,1293,2021,7
3007,Billie Eilish,New Zealand,1285,2021,8
3008,J. Cole,New Zealand,1219,2021,9
3009,Doja Cat,New Zealand,1168,2021,10
3010,Ed Sheeran,Norway,2601,2017,1
3011,Freddy Kalas,Norway,1135,2017,2
3012,Karpe,Norway,1107,2017,3
3013,Astrid S,Norway,1107,2017,4
3014,Alan Walker,Norway,1058,2017,5
3015,Cezinando,Norway,783,2017,6
3016,Sia,Norway,774,2017,7
3017,Kygo,Norway,738,2017,8
3018,"The Weeknd, Daft Punk",Norway,726,2017,9
3019,Imagine Dragons,Norway,714,2017,10
3020,Paulo Londra,Paraguay,2490,2019,1
3021,Bad Bunny,Paraguay,2054,2019,2
3022,Don Omar,Paraguay,1375,2019,3
3023,Ozuna,Paraguay,976,2019,4
3024,Manuel Turizo,Paraguay,843,2019,5
3025,Anuel AA,Paraguay,822,2019,6
3026,Ed Sheeran,Paraguay,790,2019,7
3027,Maluma,Paraguay,771,2019,8
3028,Sech,Paraguay,744,2019,9
3029,Piso 21,Paraguay,728,2019,10
3030,Paulo Londra,Peru,1919,2019,1
3031,Bad Bunny,Peru,1352,2019,2
3032,Maluma,Peru,1280,2019,3
3033,Daniela Darcourt,Peru,1274,2019,4
3034,Sebastian Yatra,Peru,1270,2019,5
3035,Manuel Turizo,Peru,1233,2019,6
3036,Danny Ocean,Peru,1111,2019,7
3037,Ed Sheeran,Peru,950,2019,8
3038,Piso 21,Peru,825,2019,9
3039,Ozuna,Peru,806,2019,10
3040,XXXTENTACION,Saudi Arabia,1351,2019,1
3041,Post Malone,Saudi Arabia,1270,2019,2
3042,Billie Eilish,Saudi Arabia,956,2019,3
3043,Imagine Dragons,Saudi Arabia,836,2019,4
3044,Ed Sheeran,Saudi Arabia,802,2019,5
3045,Aseel Hameem,Saudi Arabia,770,2019,6
3046,Fahed Bin Fasla,Saudi Arabia,638,2019,7
3047,Ariana Grande,Saudi Arabia,584,2019,8
3048,Lil Nas X,Saudi Arabia,484,2019,9
3049,غريب ال مخلص,Saudi Arabia,477,2019,10
3050,XXXTENTACION,Saudi Arabia,2007,2021,1
3051,Abdullah Al Farwan,Saudi Arabia,1879,2021,2
3052,غريب ال مخلص,Saudi Arabia,1413,2021,3
3053,Aseel Hameem,Saudi Arabia,1261,2021,4
3054,Olivia Rodrigo,Saudi Arabia,1210,2021,5
3055,Billie Eilish,Saudi Arabia,1106,2021,6
3056,The Weeknd,Saudi Arabia,1089,2021,7
3057,Travis Scott,Saudi Arabia,1072,2021,8
3058,BTS,Saudi Arabia,992,2021,9
3059,Assala Nasri,Saudi Arabia,976,2021,10
3060,JJ Lin,Singapore,2573,2018,1
3061,Ed Sheeran,Singapore,2415,2018,2
3062,Jay Chou,Singapore,1940,2018,3
3063,BTS,Singapore,1927,2018,4
3064,Eric Chou,Singapore,1409,2018,5
3065,Charlie Puth,Singapore,1288,2018,6
3066,Lauv,Singapore,1274,2018,7
3067,Shawn Mendes,Singapore,1252,2018,8
3068,BLACKPINK,Singapore,1233,2018,9
3069,Post Malone,Singapore,1040,2018,10
3070,Imagine Dragons,Slovakia,1528,2018,1
3071,Ego,Slovakia,1154,2018,2
3072,Post Malone,Slovakia,1135,2018,3
3073,XXXTENTACION,Slovakia,1103,2018,4
3074,Eminem,Slovakia,818,2018,5
3075,Drake,Slovakia,774,2018,6
3076,Dua Lipa,Slovakia,730,2018,7
3077,Ariana Grande,Slovakia,601,2018,8
3078,Camila Cabello,Slovakia,557,2018,9
3079,Ed Sheeran,Slovakia,517,2018,10
3080,Nerieš,Slovakia,1571,2020,1
3081,Billie Eilish,Slovakia,1569,2020,2
3082,Separ,Slovakia,1450,2020,3
3083,DMS,Slovakia,1375,2020,4
3084,Travis Scott,Slovakia,1299,2020,5
3085,Juice WRLD,Slovakia,1125,2020,6
3086,Harry Styles,Slovakia,1116,2020,7
3087,Viktor Sheen,Slovakia,1071,2020,8
3088,Gleb,Slovakia,1057,2020,9
3089,Post Malone,Slovakia,1043,2020,10
3090,Drake,South Africa,1034,2018,1
3091,Post Malone,South Africa,782,2018,2
3092,XXXTENTACION,South Africa,763,2018,3
3093,Ariana Grande,South Africa,582,2018,4
3094,Khalid,South Africa,522,2018,5
3095,Eminem,South Africa,480,2018,6
3096,Imagine Dragons,South Africa,442,2018,7
3097,Travis Scott,South Africa,353,2018,8
3098,Martin Garrix,South Africa,338,2018,9
3099,Dua Lipa,South Africa,337,2018,10
