,artist,region,stream,year,Rank
570,Bad Bunny,Costa Rica,25528953,2021,1
571,Christian Nodal,Costa Rica,17703347,2021,2
572,Rauw Alejandro,Costa Rica,12265255,2021,3
573,Olivia Rodrigo,Costa Rica,10151392,2021,4
574,KAROL G,Costa Rica,8437149,2021,5
575,Maluma,Costa Rica,8415456,2021,6
576,Sech,Costa Rica,8292078,2021,7
577,"Bad Bunny, Jhay Cortez",Costa Rica,7435214,2021,8
578,Boza,Costa Rica,7340578,2021,9
579,Camilo,Costa Rica,6596222,2021,10
580,Ed Sheeran,Czech Republic,13039265,2017,1
581,Imagine Dragons,Czech Republic,8055030,2017,2
582,Linkin Park,Czech Republic,3641379,2017,3
583,Clean Bandit,Czech Republic,3286460,2017,4
584,Shawn Mendes,Czech Republic,2894013,2017,5
585,The Chainsmokers,Czech Republic,2724287,2017,6
586,"The Chainsmokers, Coldplay",Czech Republic,2349921,2017,7
587,Kygo,Czech Republic,2278233,2017,8
588,Charlie Puth,Czech Republic,2197430,2017,9
589,Axwell /\ Ingrosso,Czech Republic,2072002,2017,10
590,Viktor Sheen,Czech Republic,22794375,2021,1
591,Olivia Rodrigo,Czech Republic,12232026,2021,2
592,Måneskin,Czech Republic,11107851,2021,3
593,Yzomandias,Czech Republic,10870722,2021,4
594,Lil Nas X,Czech Republic,10530414,2021,5
595,Nik Tendo,Czech Republic,9469762,2021,6
596,The Weeknd,Czech Republic,9318156,2021,7
597,Mirai,Czech Republic,7968448,2021,8
598,Imagine Dragons,Czech Republic,7631206,2021,9
599,Ed Sheeran,Czech Republic,7588337,2021,10
600,Ed Sheeran,Denmark,90627195,2017,1
601,Gilli,Denmark,45297333,2017,2
602,KESI,Denmark,34100633,2017,3
603,Gulddreng,Denmark,30588862,2017,4
604,Molo,Denmark,24274115,2017,5
605,Scarlet Pleasure,Denmark,23926834,2017,6
606,Sleiman,Denmark,22316958,2017,7
607,Skinz,Denmark,21029040,2017,8
608,"Luis Fonsi, Daddy Yankee, Justin Bieber",Denmark,19428821,2017,9
609,NODE,Denmark,18577175,2017,10
610,Post Malone,Denmark,44010961,2018,1
611,XXXTENTACION,Denmark,39682532,2018,2
612,Gilli,Denmark,39409429,2018,3
613,Drake,Denmark,35298214,2018,4
614,KESI,Denmark,33754719,2018,5
615,Ed Sheeran,Denmark,27996303,2018,6
616,Lukas Graham,Denmark,21174089,2018,7
617,Khalid,Denmark,21145800,2018,8
618,Skinz,Denmark,20655739,2018,9
619,FOOL,Denmark,19306612,2018,10
620,"Branco, Gilli",Denmark,43420232,2020,1
621,Pop Smoke,Denmark,34395659,2020,2
622,Gilli,Denmark,33400207,2020,3
623,The Weeknd,Denmark,32792226,2020,4
624,Tessa,Denmark,30027187,2020,5
625,LOLO,Denmark,24725020,2020,6
626,Justin Bieber,Denmark,24497307,2020,7
627,Lewis Capaldi,Denmark,23077451,2020,8
628,KESI,Denmark,22785838,2020,9
629,Billie Eilish,Denmark,22415084,2020,10
630,Bad Bunny,Dominican Republic,18867285,2019,1
631,Ozuna,Dominican Republic,7053996,2019,2
632,"J Balvin, Bad Bunny",Dominican Republic,6720134,2019,3
633,"Bad Bunny, Tainy",Dominican Republic,3542782,2019,4
634,"Jhay Cortez, J Balvin, Bad Bunny",Dominican Republic,3168039,2019,5
635,"Lunay, Daddy Yankee, Bad Bunny",Dominican Republic,3033700,2019,6
636,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",Dominican Republic,2993940,2019,7
637,"Sech, Darell",Dominican Republic,2845583,2019,8
638,"Bad Bunny, El Alfa",Dominican Republic,2683263,2019,9
639,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Dominican Republic,2608897,2019,10
640,Paulo Londra,Ecuador,19309662,2019,1
641,Maluma,Ecuador,13397407,2019,2
642,"J Balvin, Bad Bunny",Ecuador,11904113,2019,3
643,Bad Bunny,Ecuador,10584296,2019,4
644,"Sech, Darell",Ecuador,7809622,2019,5
645,"Bad Bunny, Tainy",Ecuador,7494426,2019,6
646,Manuel Turizo,Ecuador,7322134,2019,7
647,"Mau y Ricky, Manuel Turizo, Camilo",Ecuador,7301234,2019,8
648,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Ecuador,6632232,2019,9
649,"Daddy Yankee, Snow",Ecuador,6477276,2019,10
650,JVG,Finland,45436735,2017,1
651,Antti Tuisku,Finland,35468199,2017,2
652,Ed Sheeran,Finland,34847671,2017,3
653,Haloo Helsinki!,Finland,26650971,2017,4
654,"Profeetat, Cheek, Elastinen",Finland,20102391,2017,5
655,Robin,Finland,19981009,2017,6
656,Cheek,Finland,19535612,2017,7
657,Nikke Ankara,Finland,19096325,2017,8
658,SANNI,Finland,19027152,2017,9
659,Reino Nordin,Finland,16974423,2017,10
660,JVG,Finland,49036400,2019,1
661,Billie Eilish,Finland,31575179,2019,2
662,Ed Sheeran,Finland,25555049,2019,3
663,Post Malone,Finland,24402121,2019,4
664,Gettomasa,Finland,22907031,2019,5
665,Ariana Grande,Finland,19953523,2019,6
666,Lauri Tähkä,Finland,18176486,2019,7
667,Ellinoora,Finland,13989235,2019,8
668,Pyhimys,Finland,12560744,2019,9
669,Rammstein,Finland,12515381,2019,10
670,Damso,France,151413618,2017,1
671,Niska,France,134044151,2017,2
672,Ninho,France,107643389,2017,3
673,Orelsan,France,90986609,2017,4
674,PNL,France,85873980,2017,5
675,Ed Sheeran,France,81605538,2017,6
676,Booba,France,65955210,2017,7
677,Jul,France,58322507,2017,8
678,Lacrim,France,51675440,2017,9
679,Kaaris,France,44740057,2017,10
680,SNIK,Greece,21905193,2020,1
681,Pop Smoke,Greece,10541290,2020,2
682,Mad Clip,Greece,9864633,2020,3
683,Travis Scott,Greece,7693950,2020,4
684,The Weeknd,Greece,7154200,2020,5
685,Fy,Greece,6887055,2020,6
686,Light,Greece,6756340,2020,7
687,Billie Eilish,Greece,6487595,2020,8
688,TOQUEL,Greece,6040675,2020,9
689,"Light, Hawk",Greece,5741792,2020,10
690,Paulo Londra,Guatemala,12590436,2019,1
691,Bad Bunny,Guatemala,11847384,2019,2
692,"J Balvin, Bad Bunny",Guatemala,8734142,2019,3
693,Maluma,Guatemala,7555062,2019,4
694,"Bad Bunny, Tainy",Guatemala,5776668,2019,5
695,Manuel Turizo,Guatemala,5491617,2019,6
696,"Mau y Ricky, Manuel Turizo, Camilo",Guatemala,5261799,2019,7
697,Danny Ocean,Guatemala,5183096,2019,8
698,"Sech, Darell",Guatemala,5096895,2019,9
699,Ozuna,Guatemala,5014986,2019,10
700,Billie Eilish,Hungary,12727243,2019,1
701,Post Malone,Hungary,10407713,2019,2
702,Follow The Flow,Hungary,8797935,2019,3
703,Ed Sheeran,Hungary,7762148,2019,4
704,Ariana Grande,Hungary,7182210,2019,5
705,Bagossy Brothers Company,Hungary,4626228,2019,6
706,Queen,Hungary,4489552,2019,7
707,Imagine Dragons,Hungary,4448872,2019,8
708,Ava Max,Hungary,3944565,2019,9
709,Lil Nas X,Hungary,3692781,2019,10
710,Lewis Capaldi,Ireland,51679109,2019,1
711,Billie Eilish,Ireland,41149393,2019,2
712,Ariana Grande,Ireland,33634245,2019,3
713,Post Malone,Ireland,32711866,2019,4
714,Ed Sheeran,Ireland,31270958,2019,5
715,Dermot Kennedy,Ireland,30573538,2019,6
716,Stormzy,Ireland,15616354,2019,7
717,Khalid,Ireland,14914534,2019,8
718,George Ezra,Ireland,12329096,2019,9
719,Lil Nas X,Ireland,12150581,2019,10
720,Omer Adam,Israel,5381697,2018,1
721,Drake,Israel,4295277,2018,2
722,XXXTENTACION,Israel,2387596,2018,3
723,Post Malone,Israel,2369653,2018,4
724,Ariana Grande,Israel,2281976,2018,5
725,Eden Hason,Israel,2040290,2018,6
726,Imagine Dragons,Israel,1907947,2018,7
727,Dua Lipa,Israel,1894138,2018,8
728,Eminem,Israel,1852579,2018,9
729,Itay Levi,Israel,1605352,2018,10
730,Lil Nas X,Luxembourg,122326,2021,1
731,Drake,Luxembourg,121543,2021,2
732,The Weeknd,Luxembourg,103300,2021,3
733,Olivia Rodrigo,Luxembourg,100199,2021,4
734,Måneskin,Luxembourg,86967,2021,5
735,Justin Bieber,Luxembourg,79415,2021,6
736,"Riton, Nightcrawlers",Luxembourg,77111,2021,7
737,Doja Cat,Luxembourg,76013,2021,8
738,The Kid LAROI,Luxembourg,68580,2021,9
739,Ed Sheeran,Luxembourg,60147,2021,10
740,Ed Sheeran,Malaysia,36741758,2017,1
741,Charlie Puth,Malaysia,13333821,2017,2
742,Bruno Mars,Malaysia,12622744,2017,3
743,Clean Bandit,Malaysia,11602743,2017,4
744,The Chainsmokers,Malaysia,9735190,2017,5
745,James Arthur,Malaysia,9566912,2017,6
746,BTS,Malaysia,9418056,2017,7
747,Shawn Mendes,Malaysia,8774741,2017,8
748,Sam Smith,Malaysia,8704388,2017,9
749,"The Chainsmokers, Coldplay",Malaysia,8412962,2017,10
750,Ed Sheeran,Malaysia,19230063,2018,1
751,BTS,Malaysia,15862090,2018,2
752,Ariana Grande,Malaysia,14885220,2018,3
753,Lauv,Malaysia,14054602,2018,4
754,Camila Cabello,Malaysia,12313876,2018,5
755,Bazzi,Malaysia,12286192,2018,6
756,Post Malone,Malaysia,12162814,2018,7
757,Maroon 5,Malaysia,12118462,2018,8
758,Khalid,Malaysia,12076368,2018,9
759,BLACKPINK,Malaysia,11648751,2018,10
760,Bad Bunny,Nicaragua,58539,2018,1
761,Ozuna,Nicaragua,10565,2018,2
762,Daddy Yankee,Nicaragua,9591,2018,3
763,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",Nicaragua,6681,2018,4
764,Danny Ocean,Nicaragua,6247,2018,5
765,"Ozuna, J Balvin",Nicaragua,6075,2018,6
766,Piso 21,Nicaragua,6024,2018,7
767,"Ozuna, Mambo Kingz, DJ Luian, Bad Bunny, Wisin, Almighty",Nicaragua,5655,2018,8
768,Dua Lipa,Nicaragua,5325,2018,9
769,Ed Sheeran,Nicaragua,5110,2018,10
770,"J Balvin, Bad Bunny",Nicaragua,1438566,2019,1
771,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Nicaragua,966794,2019,2
772,Bad Bunny,Nicaragua,925121,2019,3
773,"Bad Bunny, Tainy",Nicaragua,903811,2019,4
774,"Jhay Cortez, J Balvin, Bad Bunny",Nicaragua,726184,2019,5
775,"Lunay, Daddy Yankee, Bad Bunny",Nicaragua,628955,2019,6
776,Maluma,Nicaragua,558120,2019,7
777,Paulo Londra,Nicaragua,526474,2019,8
778,"KAROL G, Nicki Minaj",Nicaragua,512705,2019,9
779,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",Nicaragua,470503,2019,10
780,Bad Bunny,Nicaragua,11143118,2021,1
781,Rauw Alejandro,Nicaragua,2643971,2021,2
782,"Bad Bunny, Jhay Cortez",Nicaragua,2303051,2021,3
783,Christian Nodal,Nicaragua,2061937,2021,4
784,Olivia Rodrigo,Nicaragua,1902470,2021,5
785,KAROL G,Nicaragua,1803634,2021,6
786,Maluma,Nicaragua,1800613,2021,7
787,Farruko,Nicaragua,1717189,2021,8
788,"Bad Bunny, ROSALÍA",Nicaragua,1597828,2021,9
789,"Myke Towers, Juhn",Nicaragua,1496119,2021,10
790,Ozuna,Paraguay,7173748,2017,1
791,Ed Sheeran,Paraguay,4921077,2017,2
792,Nicky Jam,Paraguay,4348653,2017,3
793,Piso 21,Paraguay,4284069,2017,4
794,Maluma,Paraguay,4020142,2017,5
795,Danny Ocean,Paraguay,3959107,2017,6
796,Anuel AA,Paraguay,3288938,2017,7
797,Yandel,Paraguay,3096780,2017,8
798,MC Kevinho,Paraguay,3039892,2017,9
799,Zion & Lennox,Paraguay,2677624,2017,10
800,Bad Bunny,Paraguay,35490094,2020,1
801,J Balvin,Paraguay,17688104,2020,2
802,Maluma,Paraguay,13814118,2020,3
803,Myke Towers,Paraguay,11776718,2020,4
804,Rauw Alejandro,Paraguay,11380207,2020,5
805,Camilo,Paraguay,10617472,2020,6
806,KAROL G,Paraguay,10511905,2020,7
807,Binomio de Oro de América,Paraguay,8934810,2020,8
808,"Jay Wheeler, DJ Nelson, Myke Towers",Paraguay,8723291,2020,9
809,Anuel AA,Paraguay,8525666,2020,10
810,December Avenue,Philippines,184812807,2019,1
811,Ben&Ben,Philippines,170970756,2019,2
812,This Band,Philippines,136359046,2019,3
813,LANY,Philippines,121158479,2019,4
814,Ed Sheeran,Philippines,118120404,2019,5
815,Ariana Grande,Philippines,101057912,2019,6
816,Taylor Swift,Philippines,97501246,2019,7
817,I Belong to the Zoo,Philippines,95330009,2019,8
818,BLACKPINK,Philippines,75080233,2019,9
819,Russ,Philippines,65756479,2019,10
820,Ed Sheeran,Portugal,21315211,2017,1
821,Piruka,Portugal,9451287,2017,2
822,Kendrick Lamar,Portugal,8743734,2017,3
823,Imagine Dragons,Portugal,7315791,2017,4
824,Major Lazer,Portugal,6647955,2017,5
825,Drake,Portugal,6388577,2017,6
826,"The Weeknd, Daft Punk",Portugal,6330794,2017,7
827,Luis Fonsi,Portugal,6242901,2017,8
828,Clean Bandit,Portugal,6209215,2017,9
829,Shawn Mendes,Portugal,6061903,2017,10
830,Julinho Ksd,Portugal,16561568,2020,1
831,Wet Bed Gang,Portugal,16417680,2020,2
832,Pop Smoke,Portugal,16110818,2020,3
833,The Weeknd,Portugal,15396666,2020,4
834,Travis Scott,Portugal,14989964,2020,5
835,Plutónio,Portugal,14896643,2020,6
836,Billie Eilish,Portugal,14726057,2020,7
837,Bispo,Portugal,12397153,2020,8
838,Harry Styles,Portugal,11863733,2020,9
839,Dua Lipa,Portugal,11656203,2020,10
840,Olivia Rodrigo,Portugal,25474957,2021,1
841,Lil Nas X,Portugal,17440052,2021,2
842,The Weeknd,Portugal,14722011,2021,3
843,Billie Eilish,Portugal,13005368,2021,4
844,Doja Cat,Portugal,12515373,2021,5
845,Wet Bed Gang,Portugal,11998608,2021,6
846,Justin Bieber,Portugal,10599715,2021,7
847,Dua Lipa,Portugal,10534829,2021,8
848,The Kid LAROI,Portugal,10299175,2021,9
849,Måneskin,Portugal,9815721,2021,10
850,XXXTENTACION,Romania,5080420,2018,1
851,Drake,Romania,2839857,2018,2
852,Post Malone,Romania,2796967,2018,3
853,Eminem,Romania,2651365,2018,4
854,Travis Scott,Romania,1871586,2018,5
855,Ariana Grande,Romania,1808795,2018,6
856,Imagine Dragons,Romania,1347212,2018,7
857,Tyga,Romania,1000505,2018,8
858,Billie Eilish,Romania,959187,2018,9
859,Khalid,Romania,898149,2018,10
860,Ed Sheeran,Spain,138959101,2017,1
861,Shakira,Spain,84592289,2017,2
862,Ozuna,Spain,82650878,2017,3
863,Luis Fonsi,Spain,76135182,2017,4
864,Maluma,Spain,76129328,2017,5
865,Danny Ocean,Spain,67966580,2017,6
866,Nicky Jam,Spain,63071752,2017,7
867,Enrique Iglesias,Spain,54525612,2017,8
868,Piso 21,Spain,53272672,2017,9
869,Clean Bandit,Spain,46613915,2017,10
870,Avicii,Sweden,108281038,2018,1
871,Hov1,Sweden,98813149,2018,2
872,Post Malone,Sweden,92914988,2018,3
873,Drake,Sweden,70200172,2018,4
874,XXXTENTACION,Sweden,68240272,2018,5
875,Ed Sheeran,Sweden,59671800,2018,6
876,Eminem,Sweden,39315050,2018,7
877,Ariana Grande,Sweden,35785279,2018,8
878,Molly Sandén,Sweden,34038511,2018,9
879,Imagine Dragons,Sweden,32299766,2018,10
880,Victor Leksell,Sweden,133721111,2020,1
881,Yasin,Sweden,84835544,2020,2
882,The Weeknd,Sweden,80114688,2020,3
883,Miss Li,Sweden,77183105,2020,4
884,Pop Smoke,Sweden,47733593,2020,5
885,Molly Sandén,Sweden,44796344,2020,6
886,Billie Eilish,Sweden,43007005,2020,7
887,Lewis Capaldi,Sweden,42526283,2020,8
888,Hov1,Sweden,41897273,2020,9
889,Newkid,Sweden,41031914,2020,10
890,G.E.M.,Taiwan,43264710,2020,1
891,E.SO,Taiwan,39977965,2020,2
892,高爾宣 OSN,Taiwan,34098971,2020,3
893,Eric Chou,Taiwan,27739312,2020,4
894,BTS,Taiwan,17735015,2020,5
895,831,Taiwan,14656674,2020,6
896,Justin Bieber,Taiwan,14013829,2020,7
897,Yoga Lin,Taiwan,13914364,2020,8
898,BLACKPINK,Taiwan,13313943,2020,9
899,LaLa Hsu,Taiwan,13269914,2020,10
900,BLACKPINK,Thailand,10959973,2018,1
901,The Toys,Thailand,10435943,2018,2
902,Atom Chanakan,Thailand,9248709,2018,3
903,Room 39,Thailand,6848253,2018,4
904,Lipta,Thailand,6310476,2018,5
905,Polycat,Thailand,5752888,2018,6
906,BTS,Thailand,5160226,2018,7
907,Ed Sheeran,Thailand,4651311,2018,8
908,Non Tanon,Thailand,4593101,2018,9
909,Illslick,Thailand,4554710,2018,10
910,Ben Fero,Turkey,184184383,2019,1
911,Ezhel,Turkey,143263088,2019,2
912,Yüzyüzeyken Konuşuruz,Turkey,90495228,2019,3
913,Norm Ender,Turkey,62273462,2019,4
914,Şehinşah,Turkey,60283444,2019,5
915,"Ufo361, Ezhel",Turkey,60116682,2019,6
916,Billie Eilish,Turkey,57863724,2019,7
917,Sagopa Kajmer,Turkey,57105153,2019,8
918,Reynmen,Turkey,54412186,2019,9
919,Ceza,Turkey,53785316,2019,10
920,Post Malone,United Arab Emirates,2195945,2019,1
921,Ed Sheeran,United Arab Emirates,1929101,2019,2
922,Billie Eilish,United Arab Emirates,1264848,2019,3
923,"Shawn Mendes, Camila Cabello",United Arab Emirates,1175788,2019,4
924,Lil Nas X,United Arab Emirates,1046361,2019,5
925,XXXTENTACION,United Arab Emirates,947792,2019,6
926,Ariana Grande,United Arab Emirates,869033,2019,7
927,Maroon 5,United Arab Emirates,768328,2019,8
928,Sam Smith,United Arab Emirates,765305,2019,9
929,Taylor Swift,United Arab Emirates,733394,2019,10
930,XXXTENTACION,United Arab Emirates,3545363,2020,1
931,Travis Scott,United Arab Emirates,3439385,2020,2
932,Juice WRLD,United Arab Emirates,3334328,2020,3
933,The Weeknd,United Arab Emirates,2948453,2020,4
934,Billie Eilish,United Arab Emirates,2783242,2020,5
935,Pop Smoke,United Arab Emirates,2708238,2020,6
936,Ariana Grande,United Arab Emirates,2665200,2020,7
937,Justin Bieber,United Arab Emirates,2440479,2020,8
938,BTS,United Arab Emirates,2432842,2020,9
939,Dua Lipa,United Arab Emirates,2284643,2020,10
940,Olivia Rodrigo,United Arab Emirates,6987021,2021,1
941,Doja Cat,United Arab Emirates,5264927,2021,2
942,Justin Bieber,United Arab Emirates,5146017,2021,3
943,Lil Nas X,United Arab Emirates,5001603,2021,4
944,The Weeknd,United Arab Emirates,4708721,2021,5
945,Ed Sheeran,United Arab Emirates,4674649,2021,6
946,BTS,United Arab Emirates,4221380,2021,7
947,Dua Lipa,United Arab Emirates,4204302,2021,8
948,Drake,United Arab Emirates,4089647,2021,9
949,Ariana Grande,United Arab Emirates,3598046,2021,10
950,Ed Sheeran,United Kingdom,695156175,2017,1
951,Drake,United Kingdom,173830775,2017,2
952,Clean Bandit,United Kingdom,111538225,2017,3
953,Little Mix,United Kingdom,97067002,2017,4
954,DJ Khaled,United Kingdom,97006646,2017,5
955,Stormzy,United Kingdom,96399019,2017,6
956,Dua Lipa,United Kingdom,95041777,2017,7
957,Kendrick Lamar,United Kingdom,92474378,2017,8
958,"Calvin Harris, Funk Wav",United Kingdom,87420786,2017,9
959,"Luis Fonsi, Daddy Yankee, Justin Bieber",United Kingdom,84269655,2017,10
960,Drake,United Kingdom,367890119,2018,1
961,Post Malone,United Kingdom,289660608,2018,2
962,XXXTENTACION,United Kingdom,193096465,2018,3
963,Ariana Grande,United Kingdom,189254624,2018,4
964,George Ezra,United Kingdom,148541597,2018,5
965,Ed Sheeran,United Kingdom,143567098,2018,6
966,Eminem,United Kingdom,131710824,2018,7
967,Dua Lipa,United Kingdom,100301799,2018,8
968,Clean Bandit,United Kingdom,90718221,2018,9
969,Calvin Harris,United Kingdom,85867941,2018,10
970,J Balvin,Uruguay,9215833,2020,1
971,Camilo,Uruguay,8941807,2020,2
972,Bad Bunny,Uruguay,7264715,2020,3
973,Maluma,Uruguay,6629690,2020,4
974,Rauw Alejandro,Uruguay,5846291,2020,5
975,"KAROL G, Nicki Minaj",Uruguay,4561870,2020,6
976,KAROL G,Uruguay,4257005,2020,7
977,Ozuna,Uruguay,3619738,2020,8
978,"Jay Wheeler, DJ Nelson, Myke Towers",Uruguay,3171302,2020,9
979,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",Uruguay,3075617,2020,10
980,Rauw Alejandro,Uruguay,8867092,2021,1
981,Camilo,Uruguay,5238260,2021,2
982,Maria Becerra,Uruguay,5106545,2021,3
983,Boza,Uruguay,4839076,2021,4
984,Olivia Rodrigo,Uruguay,4563005,2021,5
985,Sech,Uruguay,4554841,2021,6
986,"TINI, Maria Becerra",Uruguay,4416614,2021,7
987,Bad Bunny,Uruguay,4373625,2021,8
988,Maluma,Uruguay,4354904,2021,9
989,KAROL G,Uruguay,4248577,2021,10
990,Ozuna,Argentina,107105891,2017,1
991,Ed Sheeran,Argentina,81184675,2017,2
992,Maluma,Argentina,79420614,2017,3
993,Nicky Jam,Argentina,64350505,2017,4
994,Shakira,Argentina,54252019,2017,5
995,Luis Fonsi,Argentina,52806879,2017,6
996,Piso 21,Argentina,51841504,2017,7
997,Rombai,Argentina,50149659,2017,8
998,Danny Ocean,Argentina,49260305,2017,9
999,CNCO,Argentina,43341089,2017,10
1000,Ed Sheeran,Austria,16212341,2017,1
1001,Imagine Dragons,Austria,7281802,2017,2
1002,RAF Camora,Austria,4054792,2017,3
1003,Clean Bandit,Austria,3929931,2017,4
1004,The Chainsmokers,Austria,3817687,2017,5
1005,Shawn Mendes,Austria,3775520,2017,6
1006,Axwell /\ Ingrosso,Austria,3449348,2017,7
1007,Pizzera & Jaus,Austria,3403050,2017,8
1008,"The Chainsmokers, Coldplay",Austria,3112443,2017,9
1009,Jason Derulo,Austria,3016559,2017,10
1010,Olivia Rodrigo,Austria,17638631,2021,1
1011,Måneskin,Austria,13752652,2021,2
1012,Lil Nas X,Austria,13604889,2021,3
1013,Ed Sheeran,Austria,12035031,2021,4
1014,The Kid LAROI,Austria,11483960,2021,5
1015,The Weeknd,Austria,10145722,2021,6
1016,Justin Bieber,Austria,8729966,2021,7
1017,Pashanim,Austria,8193851,2021,8
1018,Billie Eilish,Austria,7242022,2021,9
1019,Doja Cat,Austria,7131394,2021,10
1020,Billie Eilish,Belgium,35225886,2019,1
1021,Ed Sheeran,Belgium,22629399,2019,2
1022,Post Malone,Belgium,20829465,2019,3
1023,Ariana Grande,Belgium,19464879,2019,4
1024,Angèle,Belgium,15944719,2019,5
1025,Lil Nas X,Belgium,13615745,2019,6
1026,Lewis Capaldi,Belgium,13321919,2019,7
1027,Aya Nakamura,Belgium,12317595,2019,8
1028,Ava Max,Belgium,10864522,2019,9
1029,Tones And I,Belgium,10504341,2019,10
1030,Billie Eilish,Belgium,26037696,2020,1
1031,The Weeknd,Belgium,25151638,2020,2
1032,Dua Lipa,Belgium,22354952,2020,3
1033,Pop Smoke,Belgium,20261690,2020,4
1034,Lewis Capaldi,Belgium,19679349,2020,5
1035,Tones And I,Belgium,18789570,2020,6
1036,Juice WRLD,Belgium,16778880,2020,7
1037,Harry Styles,Belgium,14146552,2020,8
1038,Justin Bieber,Belgium,13552173,2020,9
1039,SAINt JHN,Belgium,12806487,2020,10
1040,Paulo Londra,Bolivia,8434747,2019,1
1041,Maluma,Bolivia,6747773,2019,2
1042,Bad Bunny,Bolivia,4651051,2019,3
1043,"J Balvin, Bad Bunny",Bolivia,4501247,2019,4
1044,"Mau y Ricky, Manuel Turizo, Camilo",Bolivia,3442067,2019,5
1045,Manuel Turizo,Bolivia,3416058,2019,6
1046,Sebastian Yatra,Bolivia,3230028,2019,7
1047,"Sech, Darell",Bolivia,3217999,2019,8
1048,"Bad Bunny, Tainy",Bolivia,2956801,2019,9
1049,Piso 21,Bolivia,2851318,2019,10
1050,Zé Neto & Cristiano,Brazil,512854206,2018,1
1051,Jorge & Mateus,Brazil,336851829,2018,2
1052,Marília Mendonça,Brazil,241507880,2018,3
1053,Henrique & Juliano,Brazil,210183652,2018,4
1054,Gusttavo Lima,Brazil,196707818,2018,5
1055,Anitta,Brazil,137353114,2018,6
1056,Matheus & Kauan,Brazil,117826649,2018,7
1057,Wesley Safadão,Brazil,109844421,2018,8
1058,Felipe Araújo,Brazil,108848829,2018,9
1059,Ferrugem,Brazil,108337231,2018,10
1060,Henrique & Juliano,Brazil,512472077,2020,1
1061,Gusttavo Lima,Brazil,464254681,2020,2
1062,Marília Mendonça,Brazil,431550804,2020,3
1063,Zé Neto & Cristiano,Brazil,356574857,2020,4
1064,Jorge & Mateus,Brazil,337528612,2020,5
1065,Os Barões Da Pisadinha,Brazil,286400996,2020,6
1066,Matheus & Kauan,Brazil,239884155,2020,7
1067,Niack,Brazil,184094797,2020,8
1068,Dua Lipa,Brazil,176950718,2020,9
1069,Matuê,Brazil,176071563,2020,10
1070,Travis Scott,Bulgaria,2416711,2020,1
1071,Pop Smoke,Bulgaria,2153877,2020,2
1072,The Weeknd,Bulgaria,2093201,2020,3
1073,Dua Lipa,Bulgaria,1573620,2020,4
1074,Billie Eilish,Bulgaria,1525539,2020,5
1075,Juice WRLD,Bulgaria,1097287,2020,6
1076,Eminem,Bulgaria,1086497,2020,7
1077,SAINt JHN,Bulgaria,1031372,2020,8
1078,Roddy Ricch,Bulgaria,1012690,2020,9
1079,Ariana Grande,Bulgaria,972454,2020,10
1080,Ed Sheeran,Colombia,27244046,2017,1
1081,Ozuna,Colombia,26502721,2017,2
1082,Piso 21,Colombia,23400846,2017,3
1083,Nicky Jam,Colombia,23270856,2017,4
1084,Danny Ocean,Colombia,15648448,2017,5
1085,Maluma,Colombia,14619715,2017,6
1086,Zion & Lennox,Colombia,14092257,2017,7
1087,Luis Fonsi,Colombia,13623059,2017,8
1088,Manuel Turizo,Colombia,12991647,2017,9
1089,Silvestre Dangond,Colombia,12847420,2017,10
1090,Viktor Sheen,Czech Republic,22542646,2020,1
1091,The Weeknd,Czech Republic,9345691,2020,2
1092,Nik Tendo,Czech Republic,9334053,2020,3
1093,Ektor,Czech Republic,7819691,2020,4
1094,Yzomandias,Czech Republic,7539087,2020,5
1095,Billie Eilish,Czech Republic,7254847,2020,6
1096,Lewis Capaldi,Czech Republic,7220359,2020,7
1097,Juice WRLD,Czech Republic,6879249,2020,8
1098,Harry Styles,Czech Republic,6816726,2020,9
1099,Dua Lipa,Czech Republic,6787858,2020,10
1100,Gilli,Denmark,62124433,2019,1
1101,Post Malone,Denmark,43405104,2019,2
1102,Ed Sheeran,Denmark,42448045,2019,3
1103,Billie Eilish,Denmark,37577698,2019,4
1104,KESI,Denmark,31790410,2019,5
1105,Ariana Grande,Denmark,21905582,2019,6
1106,ATYPISK,Denmark,19278507,2019,7
1107,"Branco, Gilli",Denmark,18514221,2019,8
1108,Stepz,Denmark,15148848,2019,9
1109,Sam Smith,Denmark,14979199,2019,10
1110,Bad Bunny,Ecuador,46654297,2021,1
1111,Rauw Alejandro,Ecuador,20904743,2021,2
1112,Maluma,Ecuador,15027271,2021,3
1113,KAROL G,Ecuador,13885625,2021,4
1114,Sech,Ecuador,12423917,2021,5
1115,Olivia Rodrigo,Ecuador,11556426,2021,6
1116,"Bad Bunny, Jhay Cortez",Ecuador,11492228,2021,7
1117,Camilo,Ecuador,9022628,2021,8
1118,"Myke Towers, Juhn",Ecuador,8934727,2021,9
1119,Boza,Ecuador,8808687,2021,10
