,artist,region,date,n
572,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Honduras,2019,54
573,Tones And I,Hungary,2020,54
574,Maluma,Paraguay,2017,54
575,"Luis Fonsi, Daddy Yankee, Justin Bieber",Estonia,2017,54
576,Bad Bunny,Dominican Republic,2021,54
577,BTS,Malaysia,2021,54
578,MORGENSHTERN,Ukraine,2021,54
579,"Myke Towers, Juhn",Chile,2021,54
580,Israel & Rodolffo,Brazil,2021,54
581,Tagne,Morocco,2021,54
582,Lil Nas X,Hungary,2021,54
583,Bad Bunny,Bolivia,2018,53
584,"Nicky Jam, J Balvin",Guatemala,2018,53
585,"Nicky Jam, J Balvin",Uruguay,2018,53
586,Post Malone,New Zealand,2018,53
587,Davina Michelle,Netherlands,2018,53
588,Paulo Londra,Argentina,2018,53
589,"Jawsh 685, Jason Derulo",New Zealand,2020,53
590,"Felipe Araújo, Ferrugem",Brazil,2018,53
591,"Daddy Yankee, Snow",Uruguay,2019,53
592,"Sech, Ozuna",Panama,2019,53
593,"KAROL G, Nicki Minaj",Nicaragua,2020,53
594,"KAROL G, Nicki Minaj",El Salvador,2020,53
595,Roddy Ricch,Greece,2020,53
596,Imagine Dragons,Czech Republic,2017,53
597,Maluma,Guatemala,2017,53
598,"Kofs, Soso Maness, Elams, Jul, SCH, Naps, Solda, Houari, 13 Organisé",France,2020,53
599,Bad Bunny,Bolivia,2021,53
600,24kGoldn,Ireland,2020,53
601,Olivia Rodrigo,Latvia,2021,53
602,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",Panama,2017,53
603,Rudimental,Norway,2018,52
604,"Nicky Jam, J Balvin",El Salvador,2018,52
605,Bad Bunny,Paraguay,2018,52
606,The Weeknd,Sweden,2020,52
607,Drake,Sweden,2018,52
608,Camilo,Uruguay,2020,52
609,Mads Hansen,Norway,2018,52
610,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",El Salvador,2020,52
611,Ariana Grande,Global,2018,52
612,Charlie Charles,Italy,2019,52
613,"Dalex, Rafa Pabön, KHEA, Sech, Cazzu, Feid, Lenny Tavárez",Costa Rica,2019,52
614,Maluma,Panama,2017,52
615,Bad Bunny,Chile,2021,52
616,Tiësto,Hungary,2021,52
617,"Bad Bunny, Jhay Cortez",Dominican Republic,2021,52
618,Lil Nas X,United States,2021,52
619,Justin Bieber,South Korea,2021,52
620,Sam Smith,Singapore,2017,52
621,The Kid LAROI,Latvia,2021,52
622,"Nicky Jam, J Balvin",Argentina,2018,51
623,Drake,Portugal,2020,51
624,"JóiPé, Króli",Iceland,2018,51
625,J Balvin,Paraguay,2020,51
626,SAINt JHN,Latvia,2020,51
627,"Noa Kirel, שחר סאול",Israel,2020,51
628,Drake,Philippines,2018,51
629,"Ozuna, Manuel Turizo",Chile,2018,51
630,DJ Snake,Mexico,2018,51
631,DaBaby,Portugal,2020,51
632,Paulo Londra,Uruguay,2018,51
633,"Sech, Darell",Panama,2019,51
634,"Kris Kross Amsterdam, Maan, Tabitha",Netherlands,2019,51
635,"SNIK, Tamta",Greece,2019,51
636,"KAROL G, Nicki Minaj",Chile,2020,51
637,Aleyna Tilki,Turkey,2017,51
638,sangiovanni,Italy,2021,51
639,"Bad Bunny, Jhay Cortez",Global,2020,51
640,Olivia Rodrigo,Estonia,2021,51
641,Lil Nas X,Ukraine,2021,51
642,"Post Malone, 21 Savage",Norway,2017,51
643,"Marshmello, Anne-Marie",Czech Republic,2018,50
644,"Anitta, Mc Zaac, Maejor",Brazil,2018,50
645,Three Man Down,Thailand,2020,50
646,"Herra Hnetusmjör, Ingi Bauer",Iceland,2018,50
647,"Dynoro, Gigi D'Agostino",Slovakia,2018,50
648,Ariana Grande,Australia,2019,50
649,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",Mexico,2020,50
650,Arizona Zervas,New Zealand,2019,50
651,tha Supreme,Italy,2019,50
652,"J Balvin, Willy William",Portugal,2017,50
653,Internet Money,Latvia,2020,50
654,24kGoldn,New Zealand,2020,50
655,Rauw Alejandro,Peru,2021,50
656,"Bad Bunny, Jhay Cortez",Colombia,2021,50
657,Ezhel,Turkey,2020,50
658,Wegz,Egypt,2021,50
659,The Kid LAROI,Austria,2021,50
660,"TINI, L-Gante",Bolivia,2021,50
661,"Nicky Jam, J Balvin",Ecuador,2018,49
662,Ed Sheeran,Taiwan,2017,49
663,Drake,South Africa,2020,49
664,Wolfine,Mexico,2018,49
665,"MC Kekel, MC Rita",Portugal,2018,49
666,Ed Sheeran,Costa Rica,2017,49
667,J Balvin,Costa Rica,2020,49
668,Dear Jane,Hong Kong,2020,49
669,"Dynoro, Gigi D'Agostino",Switzerland,2018,49
670,"Lady Gaga, Bradley Cooper",Taiwan,2018,49
671,"Pedro Capó, Farruko",Costa Rica,2019,49
672,Paulo Londra,Ecuador,2018,49
673,"Daddy Yankee, Snow",Honduras,2019,49
674,Ed Sheeran,South Africa,2019,49
675,Norm Ender,Turkey,2019,49
676,"nublu, gameboy tetris",Estonia,2019,49
677,"Đen, Phương Anh Đào",Vietnam,2019,49
678,Roddy Ricch,Romania,2020,49
679,Maluma,Dominican Republic,2017,49
680,"Didomido, Eglo G",Turkey,2020,49
681,Rauw Alejandro,Spain,2021,49
682,Ed Sheeran,United States,2017,48
683,"Nicky Jam, J Balvin",Spain,2018,48
684,Mỹ Tâm,Vietnam,2018,48
685,JENNIE,Indonesia,2018,48
686,Paulo Londra,Bolivia,2018,48
687,DJ Snake,Peru,2018,48
688,Ariana Grande,Greece,2019,48
689,"Sech, Darell",Paraguay,2019,48
690,"Daddy Yankee, Snow",Ecuador,2019,48
691,Tones And I,Czech Republic,2020,48
692,"J Balvin, Willy William",Ecuador,2017,48
693,"Luis Fonsi, Daddy Yankee, Justin Bieber",Switzerland,2017,48
694,24kGoldn,Australia,2020,48
695,Ed Sheeran,United Kingdom,2021,48
696,The Kid LAROI,Malaysia,2021,48
697,Kaleb J,Indonesia,2021,48
698,Adele,United Kingdom,2021,48
699,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",Dominican Republic,2017,48
700,DaBaby,Switzerland,2020,47
701,"Nicky Jam, J Balvin",Mexico,2018,47
702,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Colombia,2018,47
703,"Nicky Jam, J Balvin",Costa Rica,2018,47
704,"Powfu, beabadoobee",Malaysia,2020,47
705,Lukas Graham,Denmark,2018,47
706,"Takagi & Ketra, Giusy Ferreri, Sean Kingston",Italy,2018,47
707,Ariana Grande,Indonesia,2019,47
708,"Pedro Capó, Farruko",Colombia,2018,47
709,"Lady Gaga, Bradley Cooper",Sweden,2018,47
710,"Lady Gaga, Bradley Cooper",Slovakia,2018,47
711,BLACKPINK,Indonesia,2020,47
712,DJ Snake,Israel,2018,47
713,"Dalex, Rafa Pabön, KHEA, Sech, Cazzu, Feid, Lenny Tavárez",Panama,2019,47
714,Billie Eilish,Czech Republic,2019,47
715,Billie Eilish,Australia,2019,47
716,"Shawn Mendes, Camila Cabello",Finland,2019,47
717,24kGoldn,Canada,2020,47
718,"Topic, A7S",Hungary,2020,47
719,"Jawsh 685, Jason Derulo",Switzerland,2020,47
720,Lil Nas X,Belgium,2021,47
721,The Kid LAROI,Switzerland,2021,47
722,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",Honduras,2017,47
723,Adele,Indonesia,2021,47
724,The Kid LAROI,United Kingdom,2021,47
725,The Kid LAROI,Ireland,2021,47
726,Adele,Global,2021,47
727,"TINI, L-Gante",Argentina,2021,47
728,Kygo,Norway,2017,46
729,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Uruguay,2018,46
730,Drake,Denmark,2018,46
731,"Adi L Hasla, Pihlaja",Finland,2018,46
732,"Nicky Jam, J Balvin",Colombia,2018,46
733,"Weird Genius, Sara Fajira",Indonesia,2020,46
734,"Ozuna, Manuel Turizo",El Salvador,2018,46
735,Ariana Grande,Australia,2018,46
736,Ariana Grande,New Zealand,2019,46
737,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Paraguay,2019,46
738,Maroon 5,Hong Kong,2019,46
739,"KAROL G, Nicki Minaj",Guatemala,2020,46
740,Justin Bieber,Hong Kong,2020,46
741,The Weeknd,Netherlands,2020,46
742,Axwell /\ Ingrosso,Hungary,2017,46
743,Imagine Dragons,Slovakia,2017,46
744,"Luis Fonsi, Daddy Yankee, Justin Bieber",United States,2017,46
745,"Luis Fonsi, Daddy Yankee, Justin Bieber",Lithuania,2017,46
746,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",Guatemala,2020,46
747,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",Honduras,2020,46
748,Måneskin,Czech Republic,2021,46
749,Cardi B,Bulgaria,2020,46
750,Lil Nas X,Switzerland,2021,46
751,The Kid LAROI,Estonia,2021,46
752,Adele,Malaysia,2021,46
753,Bad Bunny,Colombia,2018,45
754,Ed Sheeran,Finland,2017,45
755,Piso 21,Bolivia,2018,45
756,Sech,Panama,2020,45
757,Calvin Harris,Lithuania,2018,45
758,Maroon 5,Taiwan,2018,45
759,"Becky G, Natti Natasha",Spain,2018,45
760,"Ozuna, Manuel Turizo",Spain,2018,45
761,Capital Bra,Germany,2019,45
762,Ariana Grande,Hong Kong,2019,45
763,Ava Max,Norway,2018,45
764,"Alan Walker, Sabrina Carpenter, Farruko",Indonesia,2019,45
765,"Daddy Yankee, Snow",Argentina,2019,45
766,Ariana Grande,United Kingdom,2019,45
767,Ariana Grande,South Africa,2019,45
768,"Bad Bunny, Tainy",Dominican Republic,2019,45
769,"Shawn Mendes, Camila Cabello",Morocco,2019,45
770,"Murda, Ezhel",Turkey,2019,45
771,Post Malone,United States,2019,45
772,Axwell /\ Ingrosso,Germany,2017,45
773,Danny Ocean,Chile,2017,45
774,"Luis Fonsi, Daddy Yankee, Justin Bieber",Turkey,2017,45
775,Måneskin,Ukraine,2021,45
776,Soso Maness,France,2021,45
777,Måneskin,Belgium,2021,45
778,Måneskin,Lithuania,2021,45
779,"Ego, Sima, Ben Cristovao",Slovakia,2020,45
780,The Kid LAROI,Iceland,2021,45
781,Raviv Kaner,Israel,2021,45
782,The Kid LAROI,United States,2021,45
783,The Kid LAROI,Finland,2021,45
784,Farruko,Spain,2021,45
785,Justin Bieber,Denmark,2021,45
786,Marwan Pablo,Egypt,2021,45
787,"Hov1, Einár",Sweden,2021,45
788,The Kid LAROI,Philippines,2021,45
789,"Post Malone, 21 Savage",Poland,2018,44
790,6ix9ine,Bulgaria,2020,44
791,"The Chainsmokers, Coldplay",Indonesia,2017,44
792,Ariana Grande,Ireland,2018,44
793,BLACKPINK,Philippines,2019,44
794,MC Kevin o Chris,Brazil,2019,44
795,"Bad Bunny, Tainy",Spain,2019,44
796,Ed Sheeran,New Zealand,2019,44
797,"Bad Bunny, Tainy",Chile,2019,44
798,"Shawn Mendes, Camila Cabello",Lithuania,2019,44
799,Tones And I,Estonia,2019,44
800,"KAROL G, Nicki Minaj",Honduras,2020,44
801,Tones And I,Global,2020,44
802,"KAROL G, Nicki Minaj",Panama,2020,44
803,Tones And I,Singapore,2020,44
804,"KAROL G, Nicki Minaj",Colombia,2019,44
805,高爾宣 OSN,Taiwan,2020,44
806,Luis Fonsi,Portugal,2017,44
807,Danny Ocean,Nicaragua,2017,44
808,Måneskin,Finland,2021,44
809,"Myke Towers, Juhn",Uruguay,2021,44
810,Ran Danker,Israel,2021,44
811,Masked Wolf,Czech Republic,2021,44
812,"Los Legendarios, Wisin, Jhay Cortez",El Salvador,2021,44
813,"Natti Natasha, Ozuna",El Salvador,2017,44
814,Sam Smith,Thailand,2017,44
815,"Post Malone, 21 Savage",Lithuania,2017,44
816,"Birnir, Herra Hnetusmjör",Iceland,2017,44
817,The Kid LAROI,South Korea,2021,44
818,"Post Malone, 21 Savage",Poland,2017,44
819,Bad Bunny,Dominican Republic,2020,43
820,"Nicky Jam, J Balvin",Panama,2018,43
821,Drake,Hong Kong,2018,43
822,Post Malone,Australia,2018,43
823,J Balvin,Bolivia,2020,43
824,Calvin Harris,Hungary,2018,43
825,Bruno Mars,Philippines,2017,43
826,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",Uruguay,2020,43
827,Maroon 5,Malaysia,2018,43
828,Ninho,France,2020,43
829,Polycat,Thailand,2018,43
830,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",Paraguay,2020,43
831,Paulo Londra,Spain,2018,43
832,Salmo,Italy,2018,43
833,Ariana Grande,Canada,2018,43
834,"Daddy Yankee, Snow",Peru,2019,43
835,"Anuel AA, KAROL G",Dominican Republic,2019,43
836,"Mente Fuerte, Hawk, Baghdad",Greece,2019,43
837,"Shawn Mendes, Camila Cabello",Thailand,2019,43
838,"Piso 21, Christian Nodal",Bolivia,2019,43
839,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Argentina,2019,43
840,The Weeknd,Switzerland,2020,43
841,"Chase Anthony, JóiPé",Iceland,2017,43
842,DJ Khaled,Portugal,2017,43
843,Payung Teduh,Indonesia,2017,43
844,Maluma,Spain,2020,43
845,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",Bolivia,2020,43
846,Masked Wolf,Romania,2021,43
847,"Sobel, Piotrek Lewandowski",Poland,2021,43
848,Masked Wolf,Bulgaria,2021,43
849,"Mc Davi, Mc Pedrinho, Mc Don Juan",Brazil,2021,43
850,Adele,Ireland,2021,43
851,Adele,Iceland,2021,43
852,"Natti Natasha, Ozuna",Mexico,2017,43
853,Adele,Canada,2021,43
854,Post Malone,Romania,2018,42
855,Daddy Yankee,Chile,2018,42
856,"Ozuna, Manuel Turizo",Bolivia,2018,42
857,"Dynoro, Gigi D'Agostino",Austria,2018,42
858,Ariana Grande,United Kingdom,2018,42
859,Ariana Grande,Lithuania,2018,42
860,Ariana Grande,United States,2018,42
861,"Pedro Capó, Farruko",Mexico,2019,42
862,Billie Eilish,Global,2019,42
863,"Pedro Capó, Farruko",Argentina,2019,42
864,Mahmood,Israel,2019,42
865,Lil Nas X,Belgium,2019,42
866,Ed Sheeran,Global,2019,42
867,Ed Sheeran,Singapore,2019,42
868,"Camilo, Pedro Capó",Uruguay,2019,42
869,Maroon 5,Taiwan,2019,42
870,"KAROL G, Nicki Minaj",Bolivia,2019,42
871,Anitta,Brazil,2017,42
872,"Bad Bunny, Jhay Cortez",Uruguay,2020,42
873,"Myke Towers, Juhn",Argentina,2021,42
874,Abdullah Al Mukhles,Saudi Arabia,2021,42
875,LISA,Thailand,2021,42
876,Tainy,Dominican Republic,2021,42
877,Adele,Sweden,2021,42
878,Calvin Harris,Netherlands,2018,41
879,Badshah,India,2020,41
880,Post Malone,Global,2018,41
881,Bro,Denmark,2018,41
882,SAINt JHN,Ireland,2020,41
883,DaBaby,New Zealand,2020,41
884,5 Seconds of Summer,Australia,2018,41
885,BTS,Vietnam,2018,41
886,Marília Mendonça,Brazil,2018,41
887,DA PUMP,Japan,2018,41
888,"Becky G, Natti Natasha",Uruguay,2018,41
889,Bad Bunny,Dominican Republic,2019,41
890,juan karlos,Philippines,2018,41
891,"Pedro Capó, Farruko",El Salvador,2019,41
892,Billie Eilish,New Zealand,2019,41
893,Lil Nas X,Canada,2019,41
894,"ROSALÍA, J Balvin, El Guincho",Spain,2019,41
895,Ed Sheeran,Ireland,2019,41
896,"Shawn Mendes, Camila Cabello",Iceland,2019,41
897,"Bad Bunny, Tainy",Panama,2019,41
898,Tones And I,Denmark,2019,41
899,Tones And I,Switzerland,2020,41
900,"KAROL G, Nicki Minaj",Chile,2019,41
901,"Branco, Gilli",Denmark,2020,41
902,"Luis Fonsi, Daddy Yankee, Justin Bieber",Austria,2017,41
903,Cardi B,Australia,2020,41
904,"Bad Bunny, Jhay Cortez",Bolivia,2021,41
905,Olivia Rodrigo,Malaysia,2021,41
906,Olivia Rodrigo,Austria,2021,41
907,The Weeknd,Lithuania,2021,41
908,"Post Malone, 21 Savage",Czech Republic,2017,41
909,"Natti Natasha, Ozuna",Peru,2017,41
910,"Becky G, Bad Bunny",Spain,2017,41
911,The Kid LAROI,Czech Republic,2021,41
912,Sefo,Turkey,2021,41
913,Adele,New Zealand,2021,41
914,Bosh,France,2020,40
915,Capo Plaza,Italy,2018,40
916,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Spain,2018,40
917,Bad Bunny,Ecuador,2020,40
918,"Powfu, beabadoobee",Indonesia,2020,40
919,Piso 21,Costa Rica,2018,40
920,Ed Sheeran,Norway,2017,40
921,Maroon 5,Indonesia,2018,40
922,Anuel AA,Paraguay,2018,40
923,Paulo Londra,Peru,2018,40
924,This Band,Philippines,2019,40
925,"KAROL G, Nicki Minaj",Ecuador,2019,40
926,"KAROL G, Nicki Minaj",El Salvador,2019,40
927,"Black Eyed Peas, J Balvin",Argentina,2019,40
928,"KAROL G, Nicki Minaj",Nicaragua,2019,40
929,Danny Ocean,Honduras,2017,40
930,Taylor Swift,Taiwan,2017,40
931,"Boef, Numidia",Netherlands,2020,40
932,24kGoldn,United Kingdom,2020,40
933,Olivia Rodrigo,Denmark,2021,40
934,Snor,Morocco,2021,40
935,Justin Bieber,Singapore,2021,40
936,"Wegz, LZHYMR",Egypt,2021,40
937,Masked Wolf,Slovakia,2021,40
938,Lil Nas X,Global,2021,40
939,"Myke Towers, Juhn",Bolivia,2021,40
940,Lil Nas X,Saudi Arabia,2021,40
941,"ZAYN, Sia",Malaysia,2017,40
942,"Luis Fonsi, Demi Lovato",Ecuador,2017,40
943,"Kaleb Di Masi, Ecko, Papichamp, Blunted Vato, Bruno LC",Argentina,2021,40
944,The Kid LAROI,Saudi Arabia,2021,40
945,Feid,Colombia,2021,40
946,"Big Baby Tape, kizaru",Ukraine,2021,40
947,Tainy,Ecuador,2021,40
948,Adele,Switzerland,2021,40
949,Vald,France,2018,39
950,Bausa,Germany,2018,39
951,Camilo,Argentina,2020,39
952,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",Argentina,2020,39
953,Gilli,Denmark,2018,39
954,DJ Snake,Spain,2018,39
955,"nublu, Reket",Estonia,2018,39
956,"Dynoro, Gigi D'Agostino",Germany,2018,39
957,SHAUN,Vietnam,2018,39
958,BLACKPINK,Thailand,2018,39
959,Bazzi,Malaysia,2018,39
960,JENNIE,Thailand,2018,39
961,"Pedro Capó, Farruko",Mexico,2018,39
962,"Jawsh 685, Jason Derulo",Austria,2020,39
963,DJ Snake,Uruguay,2018,39
964,"Dalex, Rafa Pabön, KHEA, Sech, Cazzu, Feid, Lenny Tavárez",Colombia,2019,39
965,Ariana Grande,United States,2019,39
966,Lil Nas X,Iceland,2021,39
967,Einár,Sweden,2019,39
968,BTS,Vietnam,2019,39
969,Ariana Grande,Slovakia,2019,39
970,Ed Sheeran,Australia,2019,39
971,Luan Santana,Brazil,2019,39
972,Tones And I,Morocco,2019,39
973,"KAROL G, Nicki Minaj",Costa Rica,2019,39
974,BEHM,Finland,2019,39
975,Justin Bieber,Malaysia,2020,39
976,Crowd Lu,Taiwan,2017,39
977,"J Balvin, Willy William",Dominican Republic,2017,39
978,Internet Money,Romania,2020,39
979,Cardi B,New Zealand,2020,39
980,"CKay, ElGrandeToto",Morocco,2021,39
981,"nublu, Mikael Gabriel",Estonia,2020,39
982,MACE,Italy,2021,39
983,Olivia Rodrigo,Slovakia,2021,39
984,Glass Animals,Australia,2021,39
985,"Jubin Nautiyal, Tanishk Bagchi, Nusrat Fateh Ali Khan, Emraan Hashmi",India,2021,39
986,Lil Nas X,Finland,2021,39
987,Sam Smith,Indonesia,2017,39
988,"Post Malone, 21 Savage",Ireland,2017,39
989,Adele,Australia,2021,39
990,"zzoilo, Aitana",Spain,2021,39
991,"Mata, Trooh Hippi",Poland,2021,39
992,"THE SCOTTS, Travis Scott, Kid Cudi",United Arab Emirates,2020,38
993,Zé Neto & Cristiano,Brazil,2018,38
994,"Zac Efron, Zendaya",Singapore,2018,38
995,"The Chainsmokers, Coldplay",Hong Kong,2017,38
996,"6ix9ine, Anuel AA",Chile,2018,38
997,DJ Snake,El Salvador,2018,38
998,Vegedream,France,2018,38
999,Bonez MC,Austria,2020,38
1000,"Ozuna, Manuel Turizo",Ecuador,2018,38
1001,高爾宣 OSN,Taiwan,2019,38
1002,"Samra, Capital Bra",Austria,2019,38
1003,Omar Montes,Spain,2019,38
1004,Tones And I,Egypt,2020,38
1005,"Kontrafakt, Mirez, Dalyb, Zayo, Dokkeytino",Slovakia,2020,38
1006,David Guetta,Poland,2017,38
1007,BTS,Hong Kong,2020,38
1008,Cardi B,South Africa,2020,38
1009,"Mad Clip, Hawk, Sapranov, Light",Greece,2020,38
1010,Hussain Aljassmi,Egypt,2020,38
1011,Internet Money,United Arab Emirates,2020,38
1012,"KASIMIR1441, badmómzjay, WILDBWOYS",Austria,2021,38
1013,Farruko,Dominican Republic,2021,38
1014,Zack Tabudlo,Philippines,2021,38
1015,"JóiPé, Króli",Iceland,2017,38
1016,"Luis Fonsi, Demi Lovato",Uruguay,2017,38
1017,"Aventura, Bad Bunny",Chile,2021,38
1018,Salmo,Italy,2021,38
1019,Gilli,Denmark,2017,37
1020,"Nicky Jam, J Balvin",Honduras,2018,37
1021,"Norlie & KKV, estraden",Sweden,2018,37
1022,Maroon 5,Hong Kong,2018,37
1023,Clean Bandit,Hungary,2018,37
1024,Clean Bandit,Czech Republic,2018,37
1025,BLACKPINK,Indonesia,2018,37
1026,Paulo Londra,Paraguay,2018,37
1027,Ariana Grande,South Africa,2018,37
1028,Ariana Grande,Czech Republic,2019,37
1029,Ariana Grande,Ireland,2019,37
1030,"Anuel AA, KAROL G",Honduras,2019,37
1031,Ariana Grande,Hungary,2019,37
1032,Ariana Grande,Taiwan,2019,37
1033,"5MIINUST, nublu",Estonia,2019,37
1034,Tainy,Dominican Republic,2019,37
1035,"Bedoes, Lanek",Poland,2019,37
1036,Skusta Clee,Philippines,2019,37
1037,"KAROL G, Nicki Minaj",Guatemala,2019,37
1038,"Gradur, Heuss L'enfoiré",France,2019,37
1039,Danny Ocean,Paraguay,2017,37
1040,"Luis Fonsi, Daddy Yankee, Justin Bieber",Slovakia,2017,37
1041,"Luis Fonsi, Daddy Yankee, Justin Bieber",Brazil,2017,37
1042,Maluma,Honduras,2017,37
1043,Cardi B,Global,2020,37
1044,Pashanim,Germany,2021,37
1045,Internet Money,Lithuania,2020,37
1046,"Bruno Mars, Anderson .Paak, Silk Sonic",Malaysia,2021,37
1047,Boza,Panama,2021,37
1048,Justin Bieber,New Zealand,2021,37
1049,Farruko,Portugal,2021,37
1050,Adele,Estonia,2021,37
1051,Tainy,Chile,2021,37
1052,MC 張天賦,Hong Kong,2021,37
1053,"Luis Fonsi, Demi Lovato",Spain,2017,37
1054,"Marília Mendonça, Maiara & Maraisa",Brazil,2021,37
1055,"Luis Fonsi, Demi Lovato",Chile,2017,37
1056,"Olexesh, Edin",Germany,2018,36
1057,Sech,Peru,2020,36
1058,Ariana Grande,Vietnam,2018,36
1059,Calvin Harris,Slovakia,2018,36
1060,"Ozuna, Manuel Turizo",Mexico,2018,36
1061,Stormy,Morocco,2020,36
1062,"December Avenue, Moira Dela Torre",Philippines,2018,36
1063,Ariana Grande,Portugal,2019,36
1064,"Sech, Darell",Chile,2019,36
1065,"Tropkillaz, J Balvin, Anitta, Mc Zaac",Brazil,2019,36
1066,"Anuel AA, KAROL G",Panama,2019,36
1067,Ed Sheeran,Taiwan,2019,36
1068,"Viktor Sheen, Nik Tendo, Calin, Hasan",Czech Republic,2019,36
1069,"Shawn Mendes, Camila Cabello",Australia,2019,36
1070,"Shawn Mendes, Camila Cabello",Sweden,2019,36
1071,"Shawn Mendes, Camila Cabello",Austria,2019,36
1072,Travis Scott,Greece,2019,36
1073,"KAROL G, Nicki Minaj",Mexico,2019,36
1074,Tones And I,Egypt,2019,36
1075,Mata,Poland,2020,36
1076,"KAROL G, Nicki Minaj",Paraguay,2020,36
1077,Roddy Ricch,New Zealand,2020,36
1078,Cardi B,Iceland,2020,36
1079,Måneskin,Switzerland,2021,36
1080,A36,Sweden,2021,36
1081,Three Man Down,Thailand,2021,36
1082,Ariana Grande,Australia,2020,36
1083,KAROL G,Peru,2020,36
1084,"AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon",India,2021,36
1085,Lil Nas X,Czech Republic,2021,36
1086,Lil Nas X,Austria,2021,36
1087,Afroto,Egypt,2021,36
1088,"Becky G, Bad Bunny",Peru,2017,36
1089,"Post Malone, 21 Savage",Hungary,2017,36
1090,Manuel Turizo,Costa Rica,2017,36
1091,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",Paraguay,2017,36
1092,"Tiago PZK, LIT killah",Argentina,2021,36
1093,"Samey, Gleb, Natalia Hulejova",Slovakia,2021,36
1094,Arthur Nery,Philippines,2021,36
1095,Post Malone,Canada,2018,35
1096,SAINt JHN,Czech Republic,2020,35
1097,Gazapizm,Turkey,2018,35
1098,"Nicky Jam, J Balvin",Dominican Republic,2018,35
1099,Calvin Harris,Czech Republic,2018,35
1100,PNL,France,2018,35
1101,DJ Snake,Ecuador,2018,35
1102,Canbay & Wolker,Turkey,2018,35
1103,"Ozuna, Manuel Turizo",Dominican Republic,2018,35
1104,"Ozuna, Manuel Turizo",Costa Rica,2018,35
1105,"Becky G, Prince Royce, DJ Luian, Mambo Kingz, Anuel AA",Dominican Republic,2018,35
1106,"Post Malone, Swae Lee",South Africa,2019,35
1107,BLACKPINK,Vietnam,2020,35
1108,"Anuel AA, KAROL G",Bolivia,2019,35
1109,"Dadá Boladão, Tati Zaqui, OIK",Brazil,2019,35
1110,Maroon 5,United Arab Emirates,2019,35
1111,"KAROL G, Nicki Minaj",Panama,2019,35
1112,The Weeknd,Austria,2020,35
1113,"Jasmine Sandlas, Garry Sandhu, Tanishk Bagchi, Intense",India,2020,35
1114,"ElGrandeToto, Draganov, Don Bigg, Khtek",Morocco,2020,35
1115,"J Balvin, Willy William",Colombia,2017,35
1116,Taylor Swift,Hong Kong,2017,35
1117,24kGoldn,Czech Republic,2020,35
1118,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",Ecuador,2020,35
1119,24kGoldn,Germany,2020,35
1120,24kGoldn,Global,2020,35
1121,Madrigal,Turkey,2021,35
1122,BTS,Thailand,2021,35
1123,"Myke Towers, Juhn",Spain,2021,35
1124,Olivia Rodrigo,Iceland,2021,35
1125,Olivia Rodrigo,Czech Republic,2021,35
1126,"Natti Natasha, Ozuna",Guatemala,2017,35
1127,"ZAYN, Sia",Poland,2017,35
1128,"Big Baby Tape, kizaru",Russia,2021,35
1129,Adele,Belgium,2021,35
1130,Tainy,Mexico,2021,35
1131,Kendrick Lamar,Singapore,2018,34
1132,Lartiste,France,2018,34
1133,"Marshmello, Anne-Marie",Indonesia,2018,34
1134,"Maluma, Nego do Borel",Peru,2018,34
1135,"Marshmello, Anne-Marie",Austria,2018,34
1136,"Marshmello, Anne-Marie",Slovakia,2018,34
1137,Kanye West,Canada,2018,34
1138,DaBaby,United Arab Emirates,2020,34
1139,SAINt JHN,Romania,2020,34
1140,DJ Snake,Romania,2018,34
1141,Ariana Grande,Philippines,2018,34
1142,Ava Max,Finland,2018,34
