,artist,region,date,n
4736,"AK AUSSERKONTROLLE, Bonez MC",Austria,2020,1
4737,"Drake, Michael Jackson",Romania,2018,1
4738,"Azteca, Nane",Romania,2020,1
4739,benny blanco,India,2019,1
4740,"Logic, Eminem",South Africa,2019,1
4741,"Lomepal, Orelsan",France,2018,1
4742,"Anuel AA, Bad Bunny",Guatemala,2020,1
4743,"Loredana, Mozzik",Switzerland,2019,1
4744,Imagine Dragons,Slovakia,2018,1
4745,"Logic, Eminem",Romania,2019,1
4746,"Anuel AA, Bad Bunny",El Salvador,2020,1
4747,Lil Wayne,Global,2018,1
4748,Ariana Grande,Switzerland,2018,1
4749,Lady Gaga,Saudi Arabia,2020,1
4750,"KMN Gang, Azet, Miami Yacine, Nash, Zuna",Switzerland,2018,1
4751,No Te Va Gustar,Uruguay,2018,1
4752,Lenna,Estonia,2018,1
4753,Imagine Dragons,Hungary,2018,1
4754,Sam Smith,Lithuania,2019,1
4755,"Kubilay Karça, Şehinşah",Turkey,2019,1
4756,Jonas Brothers,Bulgaria,2019,1
4757,Taylor Swift,South Africa,2019,1
4758,"Ufo361, RIN",Switzerland,2019,1
4759,"RAF Camora, AriBeatz",Switzerland,2018,1
4760,Ozuna,Dominican Republic,2019,1
4761,Gasellit,Finland,2019,1
4762,Herra Hnetusmjör,Iceland,2018,1
4763,"Milion Plus, Yzomandias, Hasan, Nik Tendo, Kamil Hoffmann",Czech Republic,2018,1
4764,Zara Larsson,Sweden,2018,1
4765,"Mikael Gabriel, Vesa-Matti Loiri",Finland,2019,1
4766,"Luciano, Nimo",Germany,2018,1
4767,SCH,France,2018,1
4768,"BTS, Charli XCX",Thailand,2019,1
4769,Ed Sheeran,Estonia,2019,1
4770,Taylor Swift,Global,2019,1
4771,"Daddy Yankee, Snow",Switzerland,2019,1
4772,"Hasan, Nik Tendo",Czech Republic,2019,1
4773,"Nekfeu, Damso",Switzerland,2019,1
4774,Anuar & Ellina,Malaysia,2019,1
4775,"BTS, Charli XCX",India,2019,1
4776,Ed Sheeran,Romania,2019,1
4777,Yzomandias,Czech Republic,2019,1
4778,"Zayo, Samey",Slovakia,2018,1
4779,"Nekfeu, Damso",Belgium,2019,1
4780,"XXXTENTACION, Lil Pump",Latvia,2018,1
4781,"Side Baby, DrefGold",Italy,2018,1
4782,Lil Nas X,India,2019,1
4783,Ed Sheeran,Thailand,2019,1
4784,"XXXTENTACION, Lil Pump",Estonia,2018,1
4785,"Khontkar, Ben Fero",Turkey,2019,1
4786,"Famke Louise, Ronnie Flex",Netherlands,2018,1
4787,Duncan Laurence,Iceland,2019,1
4788,Ed Sheeran,Poland,2019,1
4789,MEAN,Thailand,2019,1
4790,Duncan Laurence,Sweden,2019,1
4791,Capo Plaza,Italy,2019,1
4792,Post Malone,United Kingdom,2019,1
4793,5GANG,Romania,2018,1
4794,Chris Brown,Canada,2019,1
4795,Billie Eilish,Lithuania,2018,1
4796,Bobby Helms,Romania,2018,1
4797,Wham!,Austria,2018,1
4798,Luciano,Switzerland,2018,1
4799,Young Thug,Canada,2019,1
4800,"6ix9ine, Lil Baby",Latvia,2018,1
4801,Stephanie Poetri,Indonesia,2019,1
4802,"estraden, Victor Leksell",Sweden,2019,1
4803,Håkan Hellström,Sweden,2018,1
4804,"6ix9ine, Lil Baby",Slovakia,2018,1
4805,"Post Malone, Swae Lee",Canada,2018,1
4806,Queen,Hungary,2018,1
4807,Jamiryo,Bulgaria,2019,1
4808,Wham!,Czech Republic,2018,1
4809,Poju,Finland,2019,1
4810,"TOQUEL, Light",Greece,2019,1
4811,Bobby Helms,Lithuania,2018,1
4812,Reket,Estonia,2019,1
4813,WOS,Argentina,2019,1
4814,"Rafet El Roman, Derya",Turkey,2018,1
4815,"Teflon Brothers, Kalevauva.fi",Finland,2019,1
4816,Wham!,Germany,2018,1
4817,Papi Hans,Bulgaria,2019,1
4818,Ufo361,Switzerland,2019,1
4819,Lacrim,France,2018,1
4820,Daniil,Iceland,2019,1
4821,"Shiva, Pyrex",Italy,2019,1
4822,Gettomasa,Finland,2019,1
4823,"Loredana, MERO",Germany,2019,1
4824,Travis Scott,Saudi Arabia,2019,1
4825,"MACHETE, Dani Faiv, J Balvin",Italy,2019,1
4826,Calvin Harris,Belgium,2019,1
4827,Brenda Lee,Hungary,2018,1
4828,"Bushido, Animus",Switzerland,2019,1
4829,Gemitaiz,Italy,2018,1
4830,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",Chile,2019,1
4831,"Daddy Yankee, Snow",Romania,2019,1
4832,Travis Scott,United Kingdom,2019,1
4833,Mariah Carey,United States,2018,1
4834,"Slow J, Papillon",Portugal,2019,1
4835,DJ Muscleboy,Iceland,2019,1
4836,Travis Scott,Israel,2019,1
4837,Ishay Ribo,Israel,2019,1
4838,Mariah Carey,Vietnam,2018,1
4839,"Ufo361, RAF Camora",Germany,2019,1
4840,SIX60,New Zealand,2019,1
4841,"KC Rebell, RAF Camora",Germany,2019,1
4842,"Dopebwoy, SRNO",Netherlands,2019,1
4843,Travis Scott,Egypt,2019,1
4844,"Prāta Vētra, Musiqq",Latvia,2019,1
4845,Tones And I,Iceland,2020,1
4846,Ava Max,Germany,2018,1
4847,Lewis Capaldi,Malaysia,2019,1
4848,Brenda Lee,Greece,2018,1
4849,Nimo,Germany,2019,1
4850,"DJ Snake, J Balvin, Tyga",France,2019,1
4851,Halsey,Latvia,2018,1
4852,"BEGE, Nova Norda",Turkey,2019,1
4853,"Pedro Capó, Farruko",Panama,2018,1
4854,"Camilo, Pedro Capó",Paraguay,2019,1
4855,DJ Snake,France,2018,1
4856,Tones And I,Sweden,2020,1
4857,"RAF Camora, Bonez MC",Austria,2020,1
4858,Boro Purvi,Bulgaria,2019,1
4859,Juice WRLD,Australia,2019,1
4860,Ozzy,Sweden,2019,1
4861,Bad Bunny,Chile,2019,1
4862,DaBaby,United States,2019,1
4863,Achille Lauro,Italy,2020,1
4864,Harry Styles,United States,2019,1
4865,Selena Gomez,Dominican Republic,2019,1
4866,"Rich Music LTD, Dalex, Sech, Justin Quiles, Wisin, Zion, Dímelo Flow, Lenny Tavárez, Feid",Panama,2019,1
4867,Phan Mạnh Quỳnh,Vietnam,2020,1
4868,Selena Gomez,Bulgaria,2019,1
4869,"Aron Can, Friðrik Dór",Iceland,2019,1
4870,Bad Bunny,Costa Rica,2019,1
4871,Juice WRLD,Finland,2019,1
4872,"24/7, Birgir Hákon",Iceland,2019,1
4873,Bad Bunny,Bolivia,2019,1
4874,AJ Tracey,United Kingdom,2019,1
4875,"Halsey, SUGA, BTS",Vietnam,2019,1
4876,Bad Bunny,Ecuador,2019,1
4877,"Birnir, Lil Binni",Iceland,2019,1
4878,Laddi,Iceland,2019,1
4879,Selena Gomez,Bulgaria,2020,1
4880,sanah,Poland,2020,1
4881,Kanye West,Latvia,2019,1
4882,Lil Uzi Vert,Canada,2020,1
4883,Justin Bieber,Canada,2020,1
4884,"Lorenzo, Orelsan",France,2019,1
4885,Ceza,Turkey,2020,1
4886,PARTYNEXTDOOR,Canada,2019,1
4887,"Nimo, Hava",Switzerland,2019,1
4888,Tainy,Colombia,2019,1
4889,RIN,Switzerland,2019,1
4890,Yüzyüzeyken Konuşuruz,Turkey,2020,1
4891,Juice WRLD,Iceland,2019,1
4892,"Ufo361, Future",Switzerland,2020,1
4893,Roddy Ricch,Luxembourg,2020,1
4894,Billie Eilish,Iceland,2020,1
4895,Lilas ir Innomine,Lithuania,2019,1
4896,Charlie Puth,Indonesia,2017,1
4897,"Rauw Alejandro, Farruko",Peru,2019,1
4898,Bad Bunny,Peru,2020,1
4899,"Ufo361, Future",Austria,2020,1
4900,DA Uzi,France,2020,1
4901,Trad.Attack!,Estonia,2020,1
4902,Toivon kärki,Finland,2020,1
4903,Dotter,Sweden,2020,1
4904,"Samra, Capital Bra",Switzerland,2020,1
4905,Billie Eilish,Luxembourg,2020,1
4906,"Reynmen, Ufo361",Turkey,2020,1
4907,Eminem,Greece,2020,1
4908,Future,Greece,2020,1
4909,Lil Uzi Vert,Canada,2019,1
4910,"Porsche Boy, Dalyb",Slovakia,2020,1
4911,The Weeknd,Morocco,2019,1
4912,The Weeknd,Latvia,2019,1
4913,Eminem,Israel,2020,1
4914,Billie Eilish,Greece,2020,1
4915,Glenn Fredly,Indonesia,2020,1
4916,Roddy Ricch,Israel,2020,1
4917,Billie Eilish,Netherlands,2020,1
4918,Tzamal,Greece,2020,1
4919,Justin Bieber,Thailand,2020,1
4920,"French Montana, Swae Lee",Lithuania,2017,1
4921,The Weeknd,Egypt,2019,1
4922,Tones And I,Vietnam,2019,1
4923,Ran Nishihara,Bulgaria,2019,1
4924,"Boef, Chivv",Netherlands,2019,1
4925,Wham!,United Kingdom,2019,1
4926,Justin Bieber,Hong Kong,2017,1
4927,"Mc Zaac, MC Vigary",Brazil,2017,1
4928,Baggalútur,Iceland,2019,1
4929,"ANNA, MadMan, Gemitaiz",Italy,2020,1
4930,Wham!,Slovakia,2019,1
4931,Trevor Daniel,India,2020,1
4932,Michael Bublé,Iceland,2019,1
4933,Justin Bieber,Canada,2017,1
4934,"JACKBOYS, Travis Scott",Bulgaria,2019,1
4935,King Gnu,Japan,2020,1
4936,"Daddy Yankee, Sech",Panama,2020,1
4937,Kendrick Lamar,Ireland,2017,1
4938,Wham!,Czech Republic,2019,1
4939,Gzuz,Switzerland,2020,1
4940,Camilo,Paraguay,2020,1
4941,Roddy Ricch,Morocco,2020,1
4942,Miquela,Bulgaria,2017,1
4943,"Ian Erix, David Guetta",Latvia,2017,1
4944,Mariah Carey,Philippines,2019,1
4945,Camilo,Honduras,2020,1
4946,Wiktoria,Sweden,2017,1
4947,Residente,El Salvador,2020,1
4948,"Ian Erix, David Guetta",Czech Republic,2017,1
4949,"The Chainsmokers, Coldplay",Philippines,2017,1
4950,Shiva,Italy,2020,1
4951,Justin Bieber,Thailand,2017,1
4952,Travis Scott,United Arab Emirates,2020,1
4953,"Azteca, Ian",Romania,2020,1
4954,Louis Tomlinson,Malaysia,2017,1
4955,Sturla Atlas,Iceland,2017,1
4956,Trevor Daniel,Malaysia,2020,1
4957,"Bad Bunny, Sech",Colombia,2020,1
4958,Mariah Carey,Portugal,2019,1
4959,Dani Faiv,Italy,2020,1
4960,"Mister V, Jul",France,2020,1
4961,Reket,Estonia,2017,1
4962,Fy,Greece,2020,1
4963,Dua Lipa,Greece,2017,1
4964,Mariah Carey,United Arab Emirates,2019,1
4965,"JACKBOYS, Travis Scott",Iceland,2019,1
4966,"Capital Bra, Samra",Switzerland,2020,1
4967,Mariah Carey,Romania,2019,1
4968,Louis Tomlinson,Taiwan,2017,1
4969,"Bad Bunny, Sech",Ecuador,2020,1
4970,Dua Lipa,Philippines,2020,1
4971,Taylor Swift,Ireland,2017,1
4972,"THE SCOTTS, Travis Scott, Kid Cudi",Egypt,2020,1
4973,"Charlie Charles, Izi, Rkomi, Sfera Ebbasta, Tedua, Ghali",Italy,2017,1
4974,Drake,United Kingdom,2017,1
4975,DJ Khaled,Canada,2017,1
4976,Ricardo Arjona,Guatemala,2020,1
4977,Kendrick Lamar,Portugal,2017,1
4978,Dua Lipa,Poland,2020,1
4979,"NAV, Gunna",United States,2020,1
4980,Saif Amer,Saudi Arabia,2020,1
4981,Dua Lipa,Bulgaria,2020,1
4982,David Guetta,Luxembourg,2017,1
4983,Kristian Kostov,Bulgaria,2017,1
4984,Salvador Sobral,Lithuania,2017,1
4985,"NAV, Gunna",Canada,2020,1
4986,Evelina,Finland,2017,1
4987,David Guetta,Switzerland,2017,1
4988,Danny Ocean,Spain,2017,1
4989,Louis Tomlinson,Poland,2017,1
4990,Selena Gomez,Lithuania,2017,1
4991,Linkin Park,Taiwan,2017,1
4992,"Fabio Rovazzi, Gianni Morandi",Italy,2017,1
4993,Linkin Park,Hungary,2017,1
4994,Linkin Park,Bulgaria,2017,1
4995,Linkin Park,Czech Republic,2017,1
4996,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",Belgium,2017,1
4997,"Wisin, Ozuna",Paraguay,2017,1
4998,Linkin Park,Malaysia,2017,1
4999,"Lacrim, Booba",France,2017,1
5000,Joakim Lundell,Sweden,2017,1
5001,DJ Khaled,United States,2017,1
5002,"Omer Adam, Eden Ben Zaken",Israel,2020,1
5003,DaBaby,Slovakia,2020,1
5004,Kenshi Yonezu,Japan,2020,1
5005,"Kevin, Yade Lauren",Netherlands,2020,1
5006,Brent Faiyaz,South Africa,2021,1
5007,"Fy, Lil Barty",Greece,2020,1
5008,Kontra K,Germany,2020,1
5009,Juice WRLD,Romania,2020,1
5010,Juice WRLD,South Africa,2020,1
5011,Måneskin,Israel,2021,1
5012,24kGoldn,Austria,2021,1
5013,BTS,Latvia,2020,1
5014,The Weeknd,United Kingdom,2021,1
5015,Dear Jane,Hong Kong,2021,1
5016,Samra,Switzerland,2020,1
5017,Laylow,France,2021,1
5018,"Abi, Dorian Popa",Romania,2020,1
5019,"Dua Lipa, Angèle",Belgium,2021,1
5020,Morgan Wallen,United States,2021,1
5021,"Jawsh 685, Jason Derulo",Romania,2020,1
5022,Gemitaiz,Italy,2020,1
5023,"FSK SATELLITE, Sfera Ebbasta, Greg Willen, Charlie Charles",Italy,2020,1
5024,KAROL G,Bolivia,2021,1
5025,24kGoldn,United States,2021,1
5026,"Soa Mattrix, Soulful G, Shaun 101",South Africa,2021,1
5027,"Karan Aujla, Tania",India,2020,1
5028,"Miriam Bryant, Yasin",Sweden,2021,1
5029,"nublu, gameboy tetris, Raul Ojamaa",Estonia,2021,1
5030,Idan Rafael Haviv,Israel,2021,1
5031,"Capital Bra, Cro",Switzerland,2020,1
5032,"DJ Muscleboy, Manswess",Iceland,2020,1
5033,BTS,Global,2020,1
5034,KAROL G,Bolivia,2020,1
5035,Lazza,Italy,2020,1
5036,"Ufo361, Sonus030",Germany,2020,1
5037,Danny Vera,Netherlands,2021,1
5038,"Soa mattrix, SoulfulG, Shaun101",South Africa,2020,1
5039,BTS,Ukraine,2021,1
5040,"Galin, Dessita, Lidia, Adam, Madjuna",Bulgaria,2021,1
5041,Hoang Dung,Vietnam,2020,1
5042,CJ,United Kingdom,2021,1
5043,Haloo Helsinki!,Finland,2020,1
5044,Lewis Capaldi,Indonesia,2020,1
5045,BTS,Morocco,2020,1
5046,DJ Khaled,South Africa,2020,1
5047,Dopebwoy,Netherlands,2020,1
5048,Booba,France,2020,1
5049,BTS,Lithuania,2020,1
5050,"Migrantes, Alico",Argentina,2021,1
5051,"Bonez MC, Maxwell",Germany,2020,1
5052,The Weeknd,Russia,2020,1
5053,"Boef, 3robi",Netherlands,2020,1
5054,Singapūras Satīns,Latvia,2020,1
5055,"Night Grind, Ivan Greko, iLLEOo",Greece,2020,1
5056,"21 Savage, Metro Boomin",South Africa,2020,1
5057,24kGoldn,Canada,2021,1
5058,Bloody Hawk,Greece,2020,1
5059,Ariana Grande,United Arab Emirates,2021,1
5060,Cardi B,United Arab Emirates,2020,1
5061,Bar Tzabary,Israel,2020,1
5062,"cakal, Reckol, Straed",Turkey,2021,1
5063,"Jawsh 685, Jason Derulo",United Kingdom,2020,1
5064,"21 Savage, Metro Boomin",United States,2020,1
5065,Madrigal,Turkey,2020,1
5066,Skusta Clee,Philippines,2021,1
5067,Son Orioz,Romania,2020,1
5068,Cassper Nyovest,South Africa,2020,1
5069,"Shabjdeed, Al Nather",Egypt,2021,1
5070,"J Balvin, Dua Lipa, Bad Bunny",El Salvador,2020,1
5071,"MORGENSHTERN, Timati",Latvia,2020,1
5072,KAROL G,Argentina,2021,1
5073,"Anuel AA, Ozuna",Dominican Republic,2021,1
5074,Anitta,Brazil,2020,1
5075,"Capital Bra, Clueso, KC Rebell",Austria,2020,1
5076,Fahed Bin Fasla,Saudi Arabia,2020,1
5077,"Taco Hemingway, Zeppy Zep, Keeko",Poland,2020,1
5078,Pink Sweat$,Singapore,2021,1
5079,"Amuly, Ian, andrei",Romania,2020,1
5080,"Emis Killa, Jake La Furia",Italy,2020,1
5081,"Damso, Hamza",France,2020,1
5082,Mariah Carey,Estonia,2020,1
5083,"Melisses, DJ Kas",Greece,2020,1
5084,Steven Rosvell,Latvia,2020,1
5085,Scriptonite,Russia,2020,1
5086,"MITCH RECORDS, M.A.K.",Lithuania,2020,1
5087,chillwagon,Poland,2020,1
5088,Justin Bieber,United States,2020,1
5089,Internet Money,Romania,2021,1
5090,"Taco Hemingway, Gruby Mielzky, Borucci",Poland,2020,1
5091,"MORGENSHTERN, Eldzhey",Ukraine,2020,1
5092,"J Balvin, Dua Lipa, Bad Bunny",Nicaragua,2020,1
5093,Taylor Swift,South Africa,2020,1
5094,Laddi,Iceland,2020,1
5095,"Damso, Hamza",Belgium,2020,1
5096,BANDIDO,Uruguay,2021,1
5097,"Soobin Hoang Son, Binz",Vietnam,2020,1
5098,Master KG,South Africa,2020,1
5099,"Nik Tendo, CA$HANOVA BULHAR, Luca Brassi10x",Czech Republic,2020,1
5100,"Capital Bra, Clueso, KC Rebell",Switzerland,2020,1
5101,"Franco126, Calcutta ",Italy,2020,1
5102,"J Balvin, Dua Lipa, Bad Bunny",Dominican Republic,2020,1
5103,"Headie One, Drake",United Kingdom,2020,1
5104,Mapara A Jazz,South Africa,2020,1
5105,"Marso, Fyre, Bobkata",Bulgaria,2021,1
5106,"MERO, Nimo",Germany,2020,1
5107,"Bonez MC, LX",Germany,2020,1
5108,Pil C,Slovakia,2020,1
5109,"Tagne, Draganov",Morocco,2020,1
5110,Travis Scott,Romania,2020,1
5111,Floni,Iceland,2021,1
5112,Sia,Norway,2020,1
5113,"Đen, JustaTee",Vietnam,2020,1
5114,ansis,Latvia,2020,1
5115,"Ezhel, Kelvyn Colt",Turkey,2020,1
5116,"Emilia, Duki",Argentina,2021,1
5117,Barry,Egypt,2020,1
5118,"Kawe, Mc Lele JP",Brazil,2021,1
5119,Shawn Mendes,United States,2020,1
5120,Blackheart,Lithuania,2021,1
5121,Miley Cyrus,Bulgaria,2020,1
5122,Landy,France,2021,1
5123,Einár,Sweden,2021,1
5124,"MG, Phen",Greece,2021,1
5125,"Calinacho, Ian, Azteca",Romania,2021,1
5126,Internet Money,Estonia,2020,1
5127,Wham!,Switzerland,2020,1
5128,Auður,Iceland,2021,1
5129,Wham!,Estonia,2020,1
5130,"HGEMONA$, Sadam, HV$K",Greece,2021,1
5131,LSP,Russia,2021,1
5132,MaziteLo,Vietnam,2020,1
5133,Ariana Grande,South Africa,2020,1
5134,"Bausa, RIN, Ufo361",Germany,2020,1
5135,"Azet, Capital Bra",Switzerland,2020,1
5136,Billie Eilish,Finland,2021,1
5137,PHARAOH,Ukraine,2021,1
5138,"KC Rebell, Summer Cem",Germany,2020,1
5139,"A-Reece, Wordz",South Africa,2021,1
5140,Dave,United Kingdom,2021,1
5141,"Yzomandias, Luca Brassi10x",Slovakia,2020,1
5142,"Yzomandias, Nik Tendo, Smack",Czech Republic,2020,1
5143,"Baggalútur, Valdimar Guðmundsson, BRÍET",Iceland,2020,1
5144,Victoria Nadine,Norway,2020,1
5145,"Ben Fero, Ezhel",Turkey,2020,1
5146,"Trannos, Billy Sio, Light, Lil Riico",Greece,2021,1
5147,IU,Thailand,2021,1
5148,"Migrantes, Alico",Argentina,2020,1
5149,PHARAOH,Russia,2021,1
5150,Gazzelle,Italy,2021,1
5151,"Boro Purvi, EMIL TRF",Bulgaria,2020,1
5152,"Double Zuksh, 3enba",Egypt,2021,1
5153,"PRNY, Ian, Amuly",Romania,2020,1
5154,"Pitsa, Reket, kohver, boipepperoni",Estonia,2021,1
5155,"Booba, JSX",Belgium,2021,1
5156,William Laura IiO,Vietnam,2020,1
5157,The Weeknd,Luxembourg,2020,1
5158,ABBA,Sweden,2020,1
5159,"Ben&Ben, Moira Dela Torre",Philippines,2021,1
5160,Sech,Panama,2021,1
5161,24kGoldn,United States,2020,1
5162,"Riton, Nightcrawlers",United Kingdom,2021,1
5163,ABBA,Lithuania,2020,1
5164,"Lil Tjay, 6LACK",South Africa,2021,1
5165,"Nik Tendo, Separ",Slovakia,2021,1
5166,"Beatzarre & Djorkaeff, LEA, Capital Bra",Germany,2021,1
5167,Jamie Miller,Malaysia,2021,1
5168,"Jamule, Capital Bra",Germany,2021,1
5169,Juan P,Lithuania,2021,1
5170,The Weeknd,United Arab Emirates,2020,1
5171,Trippie Redd,Latvia,2021,1
5172,"Bausa, Apache 207",Switzerland,2021,1
5173,"LFERDA, Spow",Morocco,2021,1
5174,Joel Corry,Germany,2020,1
5175,"Capital Bra, NGEE",Germany,2021,1
5176,KSI,United Kingdom,2021,1
5177,"Jamule, Capital Bra",Switzerland,2021,1
5178,"Lil Tjay, 6LACK",Romania,2021,1
5179,"187 Strassenbande, Bonez MC, Frauenarzt",Austria,2021,1
5180,"Fy, Light",Greece,2020,1
5181,"Ufo361, RIN",Switzerland,2021,1
5182,Giveon,South Africa,2021,1
5183,"Riton, Nightcrawlers",Ireland,2021,1
5184,"MG, Acejax, Ellize",Greece,2021,1
5185,Baggalútur,Iceland,2020,1
5186,DEAD BLONDE,Russia,2021,1
5187,"Ufo361, RIN",Austria,2021,1
5188,"ProfJam, Agir",Portugal,2021,1
5189,"Ufo361, RIN",Germany,2021,1
5190,Immune,Greece,2021,1
5191,"MG, DJ Stephan",Greece,2021,1
5192,Nik Tendo,Slovakia,2020,1
5193,"Eden Hason, Jasmin Moallem",Israel,2021,1
5194,"Lil Tjay, 6LACK",Bulgaria,2021,1
5195,"Cledos, BEHM",Finland,2021,1
5196,"Light, Strat, VLOSPA",Greece,2021,1
5197,ABBA,Norway,2020,1
5198,BTS,Nicaragua,2021,1
5199,Victor Leksell,Sweden,2021,1
5200,"187 Strassenbande, Gzuz",Austria,2021,1
5201,"187 Strassenbande, Bonez MC, Maxwell, LX, Sa4",Germany,2021,1
5202,"DBN Gogo, Blaqnick, MasterBlaq, Mpura, Ama Avenger, M.J",South Africa,2021,1
5203,A-Reece,South Africa,2021,1
5204,"Riton, Nightcrawlers",Hungary,2021,1
5205,V:RGO,Bulgaria,2021,1
5206,OBLADAET,Russia,2021,1
5207,"Ola Nordmann, RykkinnFella, Jack Dee",Norway,2021,1
5208,Ultimo,Italy,2021,1
5209,BTS,South Africa,2021,1
5210,"Sebastian Yatra, Myke Towers",Nicaragua,2021,1
5211,"187 Strassenbande, Gzuz",Switzerland,2021,1
5212,Lorde,New Zealand,2021,1
5213,The Weeknd,Switzerland,2021,1
5214,BTS,Romania,2021,1
5215,"Izi, 7ari",Morocco,2021,1
5216,"Juky San, REDT",Vietnam,2021,1
5217,"Nio Garcia, Flow La Movie",El Salvador,2021,1
5218,Måneskin,Hungary,2021,1
5219,"187 Strassenbande, Bonez MC, Maxwell, LX, Sa4",Austria,2021,1
5220,JuS CODE,Lithuania,2021,1
5221,Masked Wolf,Luxembourg,2021,1
5222,Migos,South Africa,2021,1
5223,Aleyna Tilki,Turkey,2021,1
5224,"Dúmbó og Steini, Steini",Iceland,2021,1
5225,"DJ Muscleboy, Manswess",Iceland,2021,1
5226,J. Cole,Global,2021,1
5227,"Prāta Vētra, Dons, Intars Busulis",Latvia,2021,1
5228,"Tyler, The Creator",United States,2021,1
5229,Måneskin,Poland,2021,1
5230,Myra Granberg,Sweden,2021,1
5231,Damso,Switzerland,2021,1
5232,Billie Eilish,United States,2021,1
5233,"Eden Ben Zaken, Itay Galo",Israel,2021,1
5234,Pashanim,Luxembourg,2021,1
5235,Pashanim,Switzerland,2021,1
5236,Ozuna,Panama,2017,1
5237,Vegedream,Switzerland,2021,1
5238,Billie Eilish,Estonia,2021,1
5239,"J Balvin, Maria Becerra",Argentina,2021,1
5240,Cro,Switzerland,2021,1
5241,Billie Eilish,Canada,2021,1
5242,Perkons,Latvia,2021,1
5243,4EVE,Thailand,2021,1
5244,"Lacrim, Damso",France,2017,1
5245,Yandel,Guatemala,2017,1
5246,Travis Scott,Estonia,2021,1
5247,Butrint Imeri,Switzerland,2021,1
5248,Drake,Iceland,2021,1
5249,Bad Bunny,Mexico,2021,1
5250,Travis Scott,United States,2021,1
5251,Ozuna,El Salvador,2017,1
5252,"KC Rebell, RAF Camora",Germany,2021,1
5253,"Amenazzy, Lary Over",Honduras,2017,1
5254,Rasmus Seebach,Denmark,2017,1
5255,"KC Rebell, RAF Camora",Austria,2021,1
5256,Drake,Morocco,2021,1
5257,"Aventura, Bad Bunny",Mexico,2021,1
5258,Drake,Portugal,2021,1
5259,Dua Lipa,Australia,2017,1
5260,Farruko,Bolivia,2021,1
5261,ABBA,Finland,2021,1
5262,The Weeknd,Romania,2021,1
5263,Drake,Switzerland,2021,1
5264,Drake,Ireland,2021,1
5265,The Weeknd,Bulgaria,2021,1
5266,Post Malone,Canada,2021,1
5267,"ZAYN, Sia",Estonia,2017,1
5268,"Yasser Desai, Neha Kakkar, Rajat Nagpal",India,2021,1
5269,Dua Lipa,Estonia,2017,1
5270,JVG,Finland,2021,1
5271,"Camila Cabello, Young Thug",Turkey,2017,1
5272,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",Uruguay,2017,1
5273,Adele,Mexico,2021,1
5274,Juice WRLD,United States,2021,1
5275,"ACRAZE, Cherish",Austria,2021,1
5276,Spårtsklubben,Norway,2021,1
5277,"Luis Fonsi, Demi Lovato",Bolivia,2017,1
5278,Josylvio,Netherlands,2017,1
5279,Brenda Lee,Canada,2021,1
5280,"Natti Natasha, Ozuna",Mexico,2018,1
5281,Adele,Nicaragua,2021,1
5282,Stromae,France,2021,1
5283,"Selena Gomez, Marshmello",Poland,2017,1
5284,Adele,Greece,2021,1
5285,Glass Animals,United States,2021,1
5286,"Guè Pequeno, Sfera Ebbasta, Elettra Lamborghini",Italy,2017,1
5287,"Mellow & Sleazy, Felo Le Tee",South Africa,2021,1
5288,"Becky G, Bad Bunny",Chile,2017,1
5289,Miro Žbirka,Czech Republic,2021,1
5290,"Zakes Bantwini, Kasango",South Africa,2021,1
5291,Eminem,Australia,2018,1
5292,Adele,Colombia,2021,1
5293,"Selena Gomez, Marshmello",Czech Republic,2018,1
5294,Adele,Philippines,2021,1
5295,Mariah Carey,Bulgaria,2021,1
5296,"Natti Natasha, Ozuna",El Salvador,2018,1
5297,ToNick,Hong Kong,2018,1
5298,Adele,South Korea,2021,1
5299,"Kollegah, Farid Bang",Germany,2017,1
5300,RAF Camora,Switzerland,2021,1
5301,Farruko,Guatemala,2021,1
5302,Adele,Thailand,2021,1
5303,"Hava, Dardan",Switzerland,2021,1
5304,"Natti Natasha, Ozuna",Honduras,2018,1
5305,"Petri Nygård, Vesku Jokinen",Finland,2017,1
5306,Orelsan,France,2017,1
5307,"Luis Fonsi, Demi Lovato",Ecuador,2018,1
5308,Shindy,Switzerland,2021,1
5309,"Immune, Dof Twogee",Greece,2021,1
5310,Stromae,Belgium,2021,1
5311,JIN,Vietnam,2021,1
5312,"Hava, Dardan",Austria,2021,1
5313,Adele,Costa Rica,2021,1
5314,"DJ Maphorisa, Tyler ICU, Visca, Madumane, Mpura, Daliwonga",South Africa,2021,1
5315,"Coldplay, BTS",Peru,2021,1
5316,Red Velvet,South Korea,2021,1
5317,Emre Terzioğlu,Turkey,2021,1
5318,"Famke Louise, Bokoesam",Netherlands,2017,1
5319,Mariah Carey,Germany,2021,1
5320,DMS,Slovakia,2021,1
5321,Wham!,Denmark,2021,1
5322,"RAF Camora, Juju",Austria,2021,1
5323,"Coldplay, BTS",Malaysia,2021,1
5324,Camila Cabello,Singapore,2018,1
5325,"Coldplay, BTS",Indonesia,2021,1
5326,Wham!,Germany,2021,1
5327,Andrei Zevakin,Estonia,2021,1
5328,"Maes, Booba",France,2021,1
5329,BoyWithUke,Saudi Arabia,2021,1
