,artist,date,n
2037,Crowd Lu,2020-09,8
2038,MEDUZA,2021-01,8
2039,"Ufo361, Bonez MC",2021-01,8
2040,Alien Huang,2020-09,8
2041,"C. Tangana, Niño de Elche, La Húngara",2020-11,8
2042,Sia,2020-12,8
2043,"MORGENSHTERN, Lil Pump",2020-11,8
2044,"Don Bigg, Ihab Amir",2020-07,8
2045,Gentleman,2020-09,8
2046,C. Tangana,2020-10,8
2047,Budi Doremi,2020-10,8
2048,KHEA,2020-08,8
2049,"Manuel Turizo, Rauw Alejandro, Myke Towers",2020-10,8
2050,Vũ.,2020-12,8
2051,"Luísa Sonza, Pabllo Vittar, Anitta",2020-12,8
2052,Eason Chan,2020-11,8
2053,Gleb,2021-03,8
2054,"Miksu / Macloud, Nimo, Jamule",2021-04,8
2055,"Rack, Ortiz",2021-02,8
2056,Emma Steinbakken,2021-02,8
2057,"187 Strassenbande, Bonez MC, Frauenarzt",2021-05,8
2058,Bassi Maraj,2021-03,8
2059,"Sobel, Piotrek Lewandowski",2021-06,8
2060,UZI,2021-04,8
2061,Niska,2017-10,8
2062,"Noa Kirel, Ilan Peled",2021-06,8
2063,JVG,2017-09,8
2064,Pashanim,2021-06,8
2065,Taylor Swift,2017-10,8
2066,Pashanim,2021-11,8
2067,Ninho,2017-09,8
2068,Cheek,2017-11,8
2069,Calibre 50,2021-10,8
2070,Glass Animals,2021-11,8
2071,"BLANCO, Sfera Ebbasta",2021-09,8
2072,Bilal Wahib,2021-10,8
2073,Henrique & Juliano,2021-10,8
2074,"RAF Camora, Bonez MC",2021-08,8
2075,Calibre 50,2021-09,8
2076,Molo,2017-12,8
2077,"Frenna, Diquenza",2017-10,8
2078,"Helene Olafsen, Norges Nye Megahit",2021-11,8
2079,"Le classico organisé, Jul, Alonzo, Lacrim, Mister You, Niro, Kofs, Le Rat Luciano, DA Uzi",2021-10,8
2080,CompincheMusic,2021-10,8
2081,E.SO,2020-05,7
2082,Vald,2018-03,7
2083,Badshah,2020-05,7
2084,Boef,2018-04,7
2085,"Mikael Gabriel, Isac Elliot",2017-02,7
2086,"Kygo, Miguel",2018-04,7
2087,"DJ Stephan, Mad Clip, iLLEOo",2020-05,7
2088,Gilli,2018-02,7
2089,Masaki Suda,2018-03,7
2090,Dennis Lloyd,2018-06,7
2091,ONE OK ROCK,2018-02,7
2092,"Alok, Bruno Martini, Zeeba",2017-01,7
2093,"Matheus & Kauan, Anitta",2018-05,7
2094,TIPPA,2018-03,7
2095,"nublu, Reket",2018-08,7
2096,Evelina,2018-07,7
2097,"Eli Türkoğlu, Tuğçe Kandemir",2018-04,7
2098,"Lukas Leon, Cheek, Etta",2018-06,7
2099,"Frenna, Lil Kleine",2018-10,7
2100,Lil Wayne,2018-10,7
2101,"Boef, Ashafar",2020-06,7
2102,"Rim'K, Ninho",2018-09,7
2103,"Milion Plus, Nik Tendo, Hasan, Kamil Hoffmann",2018-12,7
2104,Ozuna,2020-06,7
2105,Ben Fero,2018-12,7
2106,"Angèle, Roméo Elvis",2019-01,7
2107,Eminem,2018-08,7
2108,Bad Bunny,2019-01,7
2109,Irama,2020-05,7
2110,Måneskin,2018-11,7
2111,"Zedd, Elley Duhé",2018-08,7
2112,I Belong to the Zoo,2019-01,7
2113,Lil Baby,2018-10,7
2114,"OG-ANIC, Lazyloxy",2018-09,7
2115,"Drake, Michael Jackson",2018-06,7
2116,"nublu, Reket",2018-06,7
2117,Aya Nakamura,2018-11,7
2118,Salmo,2018-09,7
2119,"KAROL G, Anuel AA",2018-09,7
2120,Manuel Turizo,2018-08,7
2121,Hov1,2018-08,7
2122,nublu,2020-06,7
2123,Shirin David,2019-03,7
2124,Booba,2019-01,7
2125,Lewis Capaldi,2019-05,7
2126,Boef,2019-04,7
2127,"Kris Kross Amsterdam, Maan, Tabitha",2019-03,7
2128,Floni,2019-02,7
2129,"Anitta, MC Kevinho",2019-02,7
2130,Taylor Swift,2019-05,7
2131,Capital Bra,2018-10,7
2132,Dennis Lloyd,2019-04,7
2133,Molo,2018-10,7
2134,Coez,2019-01,7
2135,"KC Rebell, Summer Cem, Capital Bra",2019-03,7
2136,Hatari,2019-03,7
2137,Fiersa Besari,2019-03,7
2138,j mena,2019-05,7
2139,"Gemitaiz, MadMan",2019-06,7
2140,"Tropkillaz, J Balvin, Anitta, Mc Zaac",2019-02,7
2141,Karpe,2019-02,7
2142,Wet Bed Gang,2018-12,7
2143,Séra Bjössi,2018-12,7
2144,"Tyler, The Creator",2019-05,7
2145,Boomdabash,2019-04,7
2146,"Sơn Tùng M-TP, Snoop Dogg",2019-07,7
2147,"5MIINUST, nublu",2019-08,7
2148,"Niska, Ninho",2019-09,7
2149,Krisko,2019-06,7
2150,"Angèle, Roméo Elvis",2018-12,7
2151,Aron Can,2019-07,7
2152,Dree Low,2019-10,7
2153,Post Malone,2019-07,7
2154,Marracash,2019-11,7
2155,Lazza,2019-10,7
2156,Naar,2019-09,7
2157,Ben Fero,2019-11,7
2158,Dappy,2019-09,7
2159,"El Alfa, Lil Pump",2019-11,7
2160,Omar Montes,2019-10,7
2161,Ben&Ben,2020-02,7
2162,Chillies,2020-04,7
2163,"PRO8L3M, Wanda i Banda",2020-03,7
2164,Pyhimys,2020-01,7
2165,Hoang Thuy Linh,2019-10,7
2166,"5MIINUST, Villemdrillem",2020-02,7
2167,"Arijit Singh, B Praak",2019-08,7
2168,Reynmen,2020-02,7
2169,Stamp,2019-10,7
2170,"Naps, Ninho",2020-03,7
2171,V,2020-03,7
2172,"Murda, Ezhel",2019-12,7
2173,DJ Jonathan,2017-08,7
2174,"Quebonafide, Taco Hemingway",2020-04,7
2175,"Đen, Phương Anh Đào",2020-01,7
2176,Roddy Ricch,2019-12,7
2177,"Naps, Ninho",2020-02,7
2178,Three Man Down,2020-01,7
2179,Matthaios,2019-12,7
2180,"TopGunn, Branco",2020-04,7
2181,Selena Gomez,2017-05,7
2182,Mc Livinho,2017-07,7
2183,Gentleman,2020-10,7
2184,Bonez MC,2020-08,7
2185,A36,2021-07,7
2186,"Mc Davi, Mc Pedrinho, Mc Don Juan",2021-07,7
2187,Ego,2020-07,7
2188,Nik Tendo,2021-01,7
2189,Sfera Ebbasta,2021-01,7
2190,kizaru,2020-08,7
2191,Abdullah Al Farwan,2020-11,7
2192,"Bedoes, Lanek",2021-01,7
2193,Hov1,2020-11,7
2194,"Dua Lipa, Angèle",2020-12,7
2195,Wegz,2020-11,7
2196,Travis Scott,2020-09,7
2197,Hussain Aljassmi,2020-08,7
2198,"Didomido, Eglo G",2020-07,7
2199,"Żabson, Young Leosia, Beteo, Borucci",2020-10,7
2200,Hov1,2021-07,7
2201,Moira Dela Torre,2020-10,7
2202,"Robin Zoot, Nik Tendo, Vercetti CG, Shaka CG, Forest Blunt",2021-01,7
2203,"Branco, Lukas Graham",2021-02,7
2204,Barry,2020-11,7
2205,Benjamin Ingrosso,2020-10,7
2206,Billie Eilish,2021-05,7
2207,Inkonnu,2021-01,7
2208,Terence Lam,2021-05,7
2209,"Geegun, Egor Kreed, Timati",2021-07,7
2210,SANTOS,2021-04,7
2211,Pamungkas,2021-06,7
2212,"Dua Lipa, Angèle",2021-02,7
2213,Blind Channel,2021-02,7
2214,Halva Priset,2021-04,7
2215,"Đen, MTV band",2021-05,7
2216,Raí Saia Rodada,2021-02,7
2217,"Nio Garcia, Flow La Movie",2021-04,7
2218,Jamule,2021-04,7
2219,"Bad Bunny, ROSALÍA",2021-02,7
2220,"Ronnie Flex, Emma Heesters, Kris Kross Amsterdam",2021-05,7
2221,TIX,2021-02,7
2222,"Snelle, Maan",2021-04,7
2223,"Chase Anthony, JóiPé",2017-09,7
2224,Afroto,2021-05,7
2225,"Alesso, Anitta",2017-10,7
2226,"zzoilo, Aitana",2021-10,7
2227,"Le classico organisé, Koba LaD, Jul, PLK, SCH, Gazo, Soso Maness, Kofs, Guy2bezbar, Naps",2021-11,7
2228,Edan 呂爵安,2021-10,7
2229,Post Malone,2017-11,7
2230,Hov1,2021-10,7
2231,Wawi,2021-10,7
2232,"Aventura, Bad Bunny",2021-10,7
2233,"uniqe, nkeeei, ARTEM SHILOVETS",2021-10,7
2234,Salmo,2017-11,7
2235,Lege-Cy,2021-09,7
2236,Adele,2021-12,7
2237,RAF Camora,2021-10,7
2238,"Capo Plaza, AVA",2017-10,7
2239,"Dimitri Vegas & Like Mike, David Guetta, Dimitri Vegas",2017-09,7
2240,UZI,2021-09,7
2241,Lean Trap,2018-01,7
2242,Daddy Yankee,2018-01,7
2243,"Ozuna, Mambo Kingz, DJ Luian, Bad Bunny, Wisin, Almighty",2018-02,6
2244,Camilo,2020-06,6
2245,Migos,2017-02,6
2246,"Logi Pedro, Birnir",2018-02,6
2247,Kelly Yu,2018-04,6
2248,Dear Jane,2020-06,6
2249,"Esko, Josylvio, Hansie",2018-05,6
2250,Samir & Viktor,2018-03,6
2251,Damso,2018-05,6
2252,Justin Bieber,2020-05,6
2253,"ZAYN, Taylor Swift",2017-01,6
2254,"P3, Tessa, Christopher, Lukas Graham, Jada, Benjamin Hav, Clara, Don Stefano, Mads Langer",2020-05,6
2255,Aldair Playboy,2018-05,6
2256,"David Guetta, Sia",2018-04,6
2257,Selena Gomez,2018-06,6
2258,Don Khuma,2018-08,6
2259,Aya Nakamura,2018-09,6
2260,"TIPPA, JVG",2018-07,6
2261,"DENNIS, MC G15",2018-09,6
2262,"KESI, Gilli",2018-09,6
2263,Jay Chou,2020-06,6
2264,Benjamin,2018-08,6
2265,Zé Neto & Cristiano,2018-08,6
2266,"DAOKO, Kenshi Yonezu",2018-09,6
2267,Dadju,2018-11,6
2268,Davina Michelle,2019-01,6
2269,"Nane, Oscar, Super Ed",2020-06,6
2270,Anitta,2018-07,6
2271,Ninho,2019-01,6
2272,Lukas Graham,2018-11,6
2273,"Miksu / Macloud, Summer Cem, Luciano, Jamule",2020-06,6
2274,"Marion Jola, Rayi Putra",2018-09,6
2275,"Bich Phuong, Phuc Du",2020-06,6
2276,The Toys,2019-01,6
2277,"Marshmello, Bastille",2018-11,6
2278,Giorgos Sabanis,2020-06,6
2279,Panic! At The Disco,2019-01,6
2280,nublu,2018-10,6
2281,"December Avenue, Moira Dela Torre",2019-02,6
2282,Fedez,2019-01,6
2283,J. Cole,2019-01,6
2284,This Band,2019-01,6
2285,Lewis Capaldi,2019-04,6
2286,"Static & Ben El, Eden Ben Zaken, Stephane Legar",2019-01,6
2287,Itzo Hazarta,2019-06,6
2288,"BTS, Charli XCX",2019-06,6
2289,BTS,2019-06,6
2290,"F.HERO, Lazyloxy, OG-ANIC",2019-02,6
2291,Reynmen,2019-01,6
2292,Izi,2019-05,6
2293,Aleyna Tilki,2019-06,6
2294,Reynmen,2019-07,6
2295,Light,2019-08,6
2296,KESI,2019-09,6
2297,"Branco, Gilli",2019-10,6
2298,"Bedoes, Kubi Producent, Rafonix",2018-11,6
2299,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",2019-11,6
2300,Luan Santana,2019-10,6
2301,"DJ Snake, J Balvin",2019-08,6
2302,RAF Camora,2019-09,6
2303,Ali Gatie,2019-06,6
2304,Skusta Clee,2019-10,6
2305,Boef,2019-06,6
2306,Tainy,2019-11,6
2307,"Bizarrap, Nicki Nicole",2019-08,6
2308,SecondT3,2020-01,6
2309,"KC Rebell, RAF Camora",2019-07,6
2310,"Einár, K27",2019-03,6
2311,SNIK,2020-01,6
2312,"Gemitaiz, MadMan",2019-09,6
2313,Myke Towers,2020-02,6
2314,"Anitta, Lexa, Luísa Sonza",2019-11,6
2315,Mata,2020-02,6
2316,Dua Lipa,2020-04,6
2317,Wet Bed Gang,2020-03,6
2318,Apache 207,2019-08,6
2319,Eden Hason,2020-03,6
2320,ElGrandeToto,2020-01,6
2321,Billie Eilish,2020-01,6
2322,"Rozz Kalliope, Ece Seçkin",2019-12,6
2323,Tuure Boelius,2017-08,6
2324,Mad Clip,2020-04,6
2325,"Gradur, Heuss L'enfoiré",2019-11,6
2326,Mahen,2020-03,6
2327,Capital Bra,2019-11,6
2328,BOWKYLION,2020-03,6
2329,"Shiva, Eiffel 65",2020-03,6
2330,Manuel Turizo,2017-06,6
2331,Kendrick Lamar,2017-06,6
2332,Travis Scott,2020-04,6
2333,Dark Polo Gang,2017-05,6
2334,"Guè Pequeno, Sfera Ebbasta",2017-07,6
2335,Gery-Nikol,2017-07,6
2336,"SNIK, Light, Mad Clip",2020-08,6
2337,Taylor Swift,2020-08,6
2338,DJ-MK,2020-10,6
2339,Boza,2020-08,6
2340,"MORGENSHTERN, Timati",2020-10,6
2341,Travis Scott,2020-10,6
2342,Guzior,2021-01,6
2343,"Dzharakhov, Markul",2021-07,6
2344,Antti Tuisku,2021-01,6
2345,"Hiền Hồ, Vuong Anh Tu",2020-12,6
2346,ITZY,2020-08,6
2347,Ink Waruntorn,2020-12,6
2348,"Saad Lamjarred, Zouhair Bahaoui",2021-01,6
2349,"CKay, ElGrandeToto",2020-11,6
2350,Gettomasa,2020-12,6
2351,Billie Eilish,2020-12,6
2352,"Ahmed Saad, 3enba, Double Zuksh",2021-07,6
2353,"Yssi SB, Qlas & Blacka, Ashafar, ADF Samski",2020-11,6
2354,Fousheé,2020-10,6
2355,RAF Camora,2021-07,6
2356,E.SO,2020-07,6
2357,"Petter Ferraz, Menor Nico",2020-12,6
2358,Niack,2020-07,6
2359,Larry 44,2020-09,6
2360,Yousif Al Sumaidaie,2020-10,6
2361,Birnir,2021-02,6
2362,"DJ Smash, MORGENSHTERN",2021-04,6
2363,"Miriam Bryant, Victor Leksell",2021-05,6
2364,Three Man Down,2021-02,6
2365,Damso,2021-05,6
2366,Lil Nas X,2021-07,6
2367,Booba,2021-01,6
2368,Guzior,2020-11,6
2369,Lune,2020-11,6
2370,Cro,2021-05,6
2371,Nathan Evans,2021-02,6
2372,Gilli,2021-05,6
2373,"Gasellit, Karri Koira",2021-02,6
2374,Light,2021-06,6
2375,5MIINUST,2021-05,6
2376,Ink Waruntorn,2021-02,6
2377,Gazo,2021-04,6
2378,SNIK,2021-03,6
2379,Abdullah Al Farwan,2021-04,6
2380,"Miksu / Macloud, Nimo, Jamule",2021-03,6
2381,"YB026, Nuteh Jonez",2021-03,6
2382,Ed Sheeran,2021-06,6
2383,"Rauw Alejandro, Mr. Naisgai",2021-05,6
2384,Billie Eilish,2021-04,6
2385,"FM95BLÖ, Sverrir Bergmann, Jóhanna Guðrún",2021-06,6
2386,"Stormy, Tagne",2021-06,6
2387,Ezhel,2021-08,6
2388,Feid,2021-11,6
2389,"French Montana, Swae Lee",2017-09,6
2390,Jenni Vartiainen,2017-09,6
2391,Edan 呂爵安,2021-08,6
2392,"Blessd, Justin Quiles, Lenny Tavárez",2021-11,6
2393,"Avine Vinny, Matheus Fernandes",2021-11,6
2394,"Basim, Gilli",2017-09,6
2395,Travis Scott,2021-11,6
2396,ABBA,2021-09,6
2397,"Alan Walker, Noah Cyrus, Digital Farm Animals",2017-12,6
2398,SZA,2021-12,6
2399,"Mente Fuerte, HGEMONA$",2021-10,6
2400,"CKay, ElGrandeToto",2021-11,6
2401,"Anandelight, unofficialboyy, BE'O, Geegooin, Mudd the student",2021-11,6
2402,Laddi,2017-12,6
2403,"Rack, Saske",2021-09,6
2404,"Bossikan, Light",2021-11,6
2405,5MIINUST,2021-09,6
2406,LeeHi,2021-09,6
2407,Yzomandias,2021-11,6
2408,"SLAVA MARLOW, The Limba, Eldzhey",2021-08,6
2409,"Jhay Cortez, Anuel AA",2021-09,6
2410,"Jasleen Royal, B Praak",2021-10,6
2411,"uniqe, nkeeei, ARTEM SHILOVETS",2021-09,6
2412,"Anuel AA, Myke Towers, Jhay Cortez",2021-11,6
2413,Ego,2017-12,6
2414,Enrique Iglesias,2018-01,6
2415,Ahmed Kamel,2021-08,6
2416,"Luis Fonsi, Demi Lovato",2018-02,5
2417,"Separ, Karlo, Nik Tendo, Yzomandias",2020-05,5
2418,"Ronnie Flex, Frenna",2017-01,5
2419,Mabel Matiz,2018-03,5
2420,Hatik,2020-06,5
2421,The Toys,2018-02,5
2422,Ninho,2018-04,5
2423,Dear Jane,2020-05,5
2424,Dark Polo Gang,2020-05,5
2425,"Hennedub, Gilli, Lukas Graham",2018-05,5
2426,RAF Camora,2018-04,5
2427,Nego do Borel,2017-02,5
2428,MC Loma e As Gêmeas Lacração,2018-02,5
2429,J. Cole,2018-04,5
2430,MOMOLAND,2018-05,5
2431,E.SO,2020-06,5
2432,Shawn Mendes,2018-03,5
2433,"TACONAFIDE, Quebonafide, Taco Hemingway",2018-06,5
2434,"Friðrik Dór, Jón Jónsson",2018-06,5
2435,5 Seconds of Summer,2018-05,5
2436,Jul,2018-07,5
2437,Via Vallen,2018-09,5
2438,Zé Neto & Cristiano,2018-09,5
2439,"Sivas, NODE, Gilli",2018-07,5
2440,SHAUN,2018-09,5
2441,"Feid, Justin Quiles",2020-06,5
2442,"December Avenue, Moira Dela Torre",2018-10,5
2443,Emman,2020-05,5
2444,SANNI,2018-10,5
2445,"Gasellit, JVG",2018-08,5
2446,"Summer Cem, Bausa",2018-06,5
2447,Aitana,2018-07,5
2448,Yasin,2020-05,5
2449,Kevin,2020-05,5
2450,ABREU,2018-07,5
2451,BTS,2018-08,5
2452,Marwan Moussa,2020-05,5
2453,"Jay Wheeler, DJ Nelson, Myke Towers",2020-06,5
2454,"Mad Clip, Josephine",2020-06,5
2455,Anitta,2018-08,5
2456,"Boomdabash, Alessandra Amoroso",2020-06,5
2457,"Rim'K, Ninho",2018-07,5
2458,Pyhimys,2018-09,5
2459,"Takagi & Ketra, Giusy Ferreri, Sean Kingston",2018-06,5
2460,ClubDub;Ra:tio,2018-06,5
2461,william,2020-05,5
2462,"Muşta, Şehinşah",2018-11,5
2463,Mabel,2019-04,5
2464,XXXTENTACION,2018-12,5
2465,Omer Adam,2018-12,5
2466,"Lomepal, Roméo Elvis",2018-12,5
2467,"Branco, Gilli",2019-04,5
2468,"Chivv, Diquenza",2019-02,5
2469,Ben Fero,2019-05,5
2470,Evelina,2018-12,5
2471,"SNIK, A!MS",2018-10,5
2472,"Neo Pistea, Obie Wanshot",2019-04,5
2473,Lewis Capaldi,2019-02,5
2474,BLACKPINK,2019-06,5
2475,"Maes, Booba",2018-10,5
2476,Charlie Charles,2019-04,5
2477,Khalid,2018-10,5
2478,Stormzy,2019-04,5
2479,"Tien Tien, Touliver",2018-10,5
2480,"Elastinen, Johanna Kurkela",2018-10,5
2481,"Frenna, Boef, DJ Madam Julie, Kaeh",2018-10,5
2482,John Lundvik,2019-02,5
2483,Hatari,2019-05,5
2484,"TINI, Lalo Ebratt",2019-11,5
2485,Gleb,2019-05,5
2486,"6ix9ine, Nicki Minaj, Kanye West",2018-11,5
2487,Norm Ender,2019-09,5
2488,Kygo,2019-06,5
2489,"Sachet Tandon, Sachet-Parampara",2019-05,5
2490,Samey,2019-09,5
2491,Lil Tecca,2019-09,5
2492,juan karlos,2018-12,5
2493,Ufo361,2019-03,5
2494,Moha La Squale,2019-09,5
2495,LFERDA,2019-11,5
2496,Saad Lamjarred,2019-09,5
2497,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",2019-12,5
2498,Dua Lipa,2019-11,5
2499,"Lunay, Ozuna, Anuel AA",2019-11,5
2500,Herra Hnetusmjör,2019-07,5
2501,Skylar Grey,2018-12,5
2502,"Ufo361, RAF Camora",2019-07,5
2503,Sagopa Kajmer,2019-12,5
2504,Stormzy,2020-01,5
2505,Auður,2019-08,5
2506,Lil Tecca,2019-07,5
2507,Pinguini Tattici Nucleari,2020-02,5
2508,Apache 207,2020-03,5
2509,"Sech, Ozuna",2019-09,5
2510,BEHM,2019-10,5
2511,MEYOU,2019-12,5
2512,Einár,2019-08,5
2513,Magnus Haven,2020-03,5
2514,David Guetta,2017-08,5
2515,L.A.B.,2020-03,5
2516,"Samra, Capital Bra",2020-03,5
2517,Mahen,2020-02,5
2518,Separ,2020-02,5
2519,OG Version,2020-01,5
2520,"Justin Bieber, Quavo",2020-02,5
2521,Robin,2017-08,5
2522,"Dardan, Monet192",2020-03,5
2523,Saad Lamjarred,2020-02,5
2524,Ufo361,2020-02,5
2525,Apache 207,2020-02,5
2526,"Hassan Shakosh, Omar Kamal",2020-02,5
2527,Antti Tuisku,2017-08,5
2528,Ceza,2019-12,5
2529,Chillies,2020-03,5
2530,Blanche,2017-05,5
2531,"SBMG, Stijco, Lil Kleine",2017-05,5
2532,Light,2020-03,5
2533,Gilli,2017-07,5
2534,Linkin Park,2017-07,5
2535,Kamferdrops,2017-06,5
2536,"Chase Anthony, JóiPé",2017-07,5
2537,Imagine Dragons,2017-05,5
2538,"Murda, Ezhel",2020-07,5
2539,"""El Alfa, Nicky Jam, Ozuna, Arcangel, Secreto """"El Famoso Biberon""""""",2020-07,5
2540,İkiye On Kala,2020-08,5
2541,"Gleb, Ty",2020-08,5
2542,"Zeynep Bastık, Emir Can İğrek",2020-09,5
2543,Gilli,2020-07,5
2544,"Taco Hemingway, Bedoes, Zeppy Zep",2020-09,5
2545,WUANT,2020-09,5
2546,Reynmen,2021-01,5
2547,Aseel Hameem,2021-01,5
2548,"Omar Kamal, Hassan Shakosh",2020-11,5
2549,Dizzy DROS,2020-12,5
2550,Abdullah Al Farwan,2021-07,5
2551,"Maiyarap, MILLI",2020-11,5
2552,Manal,2020-11,5
2553,"BLOODY VINYL, Slait, Young Miles",2020-10,5
2554,Samra,2020-10,5
2555,"SNIK, TOQUEL, MG, GAMEBOY",2021-07,5
2556,Emman,2020-08,5
2557,"A.R. Rahman, Jonita Gandhi, Hriday Gattani",2020-07,5
2558,"Morvasu, TangBadVoice",2020-07,5
2559,BEHM,2020-12,5
2560,Raviv Kaner,2020-10,5
2561,"Static & Ben El, Netta",2021-07,5
2562,"KASIMIR1441, badmómzjay, WILDBWOYS",2021-03,5
2563,"Wesley Safadão, Os Barões Da Pisadinha",2021-02,5
2564,Doja Cat,2021-02,5
2565,BTS,2021-03,5
2566,Ian,2020-11,5
2567,First Anuwat,2020-09,5
2568,Mad Clip,2021-04,5
2569,"Guzior, Oskar83",2020-10,5
2570,Emma Steinbakken,2021-03,5
2571,SANNI,2021-05,5
2572,Naps,2021-06,5
2573,"Busta 929, Mpura, Zuma, Mr JazziQ, Lady Du, Reece Madlisa",2021-03,5
2574,MEDUZA,2020-12,5
2575,"Loko Loko, Rytmus",2021-05,5
2576,"RICTA, Immune, Savv",2021-03,5
2577,"AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon",2021-04,5
2578,"Dj Guuga, DJ Ivis",2021-04,5
2579,"Puerto, Yael",2021-06,5
2580,10AGE,2021-03,5
2581,EDIS,2021-03,5
2582,Plylist,2021-04,5
2583,Lil Nas X,2021-06,5
2584,Portion Boys,2021-06,5
2585,Justin Bieber,2017-09,5
2586,Yandel,2017-10,5
2587,"J Balvin, Maria Becerra",2021-06,5
2588,"DAOKO, Kenshi Yonezu",2017-09,5
2589,"Joey Montana, Sebastian Yatra",2017-11,5
2590,Doja Cat,2021-04,5
2591,Damso,2021-04,5
2592,Madison Beer,2021-06,5
2593,John Amplificado,2021-09,5
2594,"Azahriah, DESH",2021-11,5
2595,"Azahriah, DESH",2021-08,5
2596,Korsh Azizi,2021-11,5
2597,Pajel,2021-09,5
2598,MC $oho & KidNey,2021-10,5
2599,Maroon 5,2017-10,5
2600,"J Balvin, Maria Becerra",2021-08,5
2601,Shahyn,2021-10,5
2602,João Gomes,2021-09,5
2603,"ACRAZE, Cherish",2021-11,5
2604,Dark Polo Gang,2018-01,5
2605,"Booba, Damso",2017-12,5
2606,"Xamã, Gustah, Neo Beats",2021-12,5
2607,KUMMER,2021-11,5
2608,Broederliefde,2017-12,5
2609,Booba,2017-12,5
2610,"FLY LO, Mike G",2021-10,5
2611,Ariana Grande,2021-08,5
2612,Lil Nas X,2021-12,5
2613,"Natti Natasha, Ozuna",2018-01,5
2614,BE'O,2021-11,5
2615,Ramz,2018-01,5
2616,Capital Bra,2021-11,5
2617,tha Supreme,2021-10,5
2618,Chris Kläfford,2017-12,5
2619,"Low G, Thắng",2021-10,5
2620,KAVVO,2021-09,5
2621,Swedish House Mafia,2021-10,5
2622,BNK48,2017-12,5
2623,"Rusherking, Maria Becerra",2021-10,5
2624,Karpe,2017-12,5
2625,"Даня Милохин, Mumiy Troll",2021-11,5
2626,Dua Lipa,2018-01,5
2627,Birnir,2018-01,5
2628,Vald,2018-01,5
2629,The Chainsmokers,2018-01,5
2630,John Amplificado,2021-08,5
2631,Rudimental,2018-04,4
2632,Nikke Ankara,2018-03,4
2633,"Zedd, Maren Morris, Grey",2018-02,4
2634,TIPPA,2018-04,4
2635,"AK AUSSERKONTROLLE, Bonez MC",2020-06,4
2636,ONE OK ROCK,2018-05,4
2637,"Reket, Liis Lemsalu, Avoid Dave",2020-06,4
2638,Avicii,2018-05,4
2639,Nekfeu,2017-01,4
2640,Eminem,2018-02,4
2641,Nicki Nicole,2020-06,4
2642,Madd,2020-06,4
2643,Lartiste,2018-03,4
2644,"Sơn Tùng M-TP, Onionn",2018-05,4
2645,Ronnie Flex,2018-03,4
2646,Aron Can,2018-02,4
2647,Galena,2020-05,4
2648,JVG,2020-06,4
2649,Netta,2018-05,4
2650,"MC Kevinho, Simone & Simaria",2018-02,4
2651,Ronghao Li,2018-09,4
2652,Pashanim,2020-06,4
2653,ONE OK ROCK,2018-06,4
2654,Saul,2020-06,4
2655,Maluma,2018-09,4
2656,Floni,2018-06,4
2657,Room 39,2018-06,4
2658,Street Rappers,2018-07,4
2659,"J Balvin, Zion & Lennox",2018-05,4
2660,Selena Gomez,2018-05,4
2661,LOLO,2020-05,4
2662,"Hennedub, Gilli, Lukas Graham",2018-04,4
2663,Dark Polo Gang,2018-10,4
2664,Bazzi,2018-10,4
2665,"Broederliefde, Frenna",2018-06,4
2666,Via Vallen,2018-08,4
2667,Niack,2020-05,4
2668,"Loredana, Mozzik",2018-09,4
2669,MellemFingaMuzik,2018-12,4
2670,"Calvin Harris, Jessie Reyez",2018-08,4
2671,OG Version,2020-06,4
2672,Izi,2018-10,4
2673,"BTS, Nicki Minaj",2018-08,4
2674,"Mc Zaac, Anitta, Tyga",2020-06,4
2675,"SB Maffija, Mata, White 2115, Jan-Rapowanie, Janusz Walczuk, Kacperczyk, Beteo",2020-06,4
2676,Ultimo,2019-02,4
2677,Josylvio,2019-04,4
2678,"Ufo361, RIN",2019-05,4
2679,Sevn Alias,2019-05,4
2680,Halsey,2019-01,4
2681,SANNI,2019-05,4
2682,EggPlantEgg,2018-09,4
2683,"Dynoro, Gigi D'Agostino",2018-12,4
2684,"MKDMSK, Pyhimys",2019-04,4
2685,"Gesaffelstein, The Weeknd",2019-01,4
2686,Post Malone,2019-02,4
2687,PRO8L3M,2019-03,4
2688,"AK AUSSERKONTROLLE, Bonez MC",2020-05,4
2689,"PDL, Skusta Clee, Jnske, Bullet D, Yuridope, Flow G",2019-04,4
2690,"Gilli, Branco",2019-02,4
2691,"Niska, Booba",2019-06,4
2692,"Hov1, Veronica Maggio",2019-05,4
2693,"Heuss L'enfoiré, Sofiane",2019-03,4
2694,"Post Malone, Swae Lee",2018-10,4
2695,Lomepal,2018-12,4
2696,No Party For Cao Dong,2019-02,4
2697,Aimyon,2018-10,4
2698,"Takagi & Ketra, OMI, Giusy Ferreri",2019-07,4
2699,Feride Hilal Akın,2019-06,4
2700,Naomi Scott,2019-06,4
2701,TOQUEL,2019-05,4
2702,"Bad Bunny, El Alfa",2018-12,4
2703,Dennis Lloyd,2019-03,4
2704,"BigDaddy, Emily",2019-03,4
2705,Lauri Tähkä,2019-09,4
2706,Sheck Wes,2018-10,4
2707,Duki,2019-10,4
